Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Transportation,These flat-bottomed boats were specially designed to travel down early canals,barges,Molly Redfield,False,False,$100,False,22,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Mythology,The Norse goddess Freya had the unusual habit of weeping tears of this precious metal,gold,Molly Redfield,False,False,$100,False,1,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Sports,Henry VIII's court for this racquet sport is still used at Hampton Court Palace,Tennis,Richard Bannin,False,False,$100,False,21,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Jazz,"His nickname was a contraction of ""satchel mouth""",Louis Armstrong,Richard Bannin,False,False,$100,False,6,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Odds & Ends,"In the phrase ""prep school"", prep is an abbreviation for this",preparatory,Richard Bannin,False,False,$100,False,9,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Serving Suggestions,"Baked oysters are sometimes served on a bed of the ""rock"" type of this seasoning",salt,Bob Porowski,False,False,$100,False,16,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Transportation,"In case you have to leave the oasis in a hurry, this is the faster of the 2 types of camel",dromedary,Molly Redfield,False,False,$200,False,23,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Mythology,"The name of this netherworld river is Greek for ""hateful""",Styx,Molly Redfield,False,False,$200,False,2,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Sports,"Squaw Valley, Calif. & Lake Placid, N.Y. are the 2 U.S. sites that have hosted these games",Winter Olympic Games,Richard Bannin,False,False,$200,False,27,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Jazz,"Part of his name appears in the titles of his albums ""Milestones"" & ""Miles Ahead""",Miles Davis,Bob Porowski,False,False,$200,False,7,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Odds & Ends,"Ralph Waldo Emerson wrote, ""Men are what"" these relatives ""made them""",mothers,,True,False,$200,False,12,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Serving Suggestions,Spring-operated tongs are often used to hold the shells of these garden gastropods,snails,Molly Redfield,False,False,$200,False,17,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Transportation,The Academic  American Ency. calls this vehicle the main means of transportation in China,bicycle,Molly Redfield,False,False,$300,False,24,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Mythology,"Stargazers should know these 7 sisters are the daughters of Pleione, an ocean nymph",Pleiades,Molly Redfield,False,False,$300,False,3,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Sports,This former heavyweight boxing champ's last bout was a 1981 loss to Trevor Berbick,Muhammad Ali,Bob Porowski,False,False,$300,False,28,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Jazz,It's the title of Billie Holiday's autobiography & the Diana Ross film about her,Lady Sings the Blues,Molly Redfield,False,False,$300,False,8,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Odds & Ends,"In the folklore of this religion, Dybbuks are evil spirits who can take possession of the living",Hebrew religion (Judaism),Bob Porowski,False,False,$300,False,13,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Serving Suggestions,"Cocktail sausages wrapped in dough & baked are called ""pigs in"" these",blankets,Molly Redfield,False,False,$300,False,18,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Transportation,This company apologized after it found out the cars stomped by a monster truck in its TV ad were altered,Volvo,Richard Bannin,False,False,$400,False,25,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Mythology,"In some accounts, these goat-men are the sons of Hermes & a naiad",satyr,Molly Redfield,False,False,$400,False,4,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Sports,This New York Knicks center was NBA rookie of the year for 1985-86,Patrick Ewing,Bob Porowski,False,False,$400,False,29,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Jazz,"This bandleader's theme song was ""Take the 'A' Train""",Duke Ellington,Richard Bannin,False,False,$500,True,10,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Odds & Ends,Mr. Wizard said his all-time favorite experiment is getting one of these into a milk bottle,hard-boiled egg,,True,False,$400,False,14,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Serving Suggestions,Chimichangas are often topped with this avocado mixture,guacamole,Molly Redfield,False,False,$400,False,19,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Transportation,Add one more of these to a catamaran & you have a trimaran,hull,,True,False,$500,False,26,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Mythology,"This Greek sea god was sometimes called ""Earth-shaker""",Poseidon,Richard Bannin,False,False,$500,False,5,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Jazz,"He recorded ""Fathers & Sons"" with his father Ellis & brother Branford",Wynton Marsalis,Richard Bannin,False,False,$500,False,11,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Odds & Ends,"Appropriately, it's the national rose of Syria",Damask rose,Molly Redfield,False,False,$500,False,15,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
Serving Suggestions,"Some people serve the Liptauer type of this with beer, other prefer it with white wine",cheese,Bob Porowski,False,False,$500,False,20,Show #1606,"Monday, September 2, 1991",Jeopardy! Round
People In History,"This king married Germaine de Foix, niece of Louis XII, after the death of Isabella",Ferdinand of Aragon,Molly Redfield,False,False,$200,False,2,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Contemporary Books,"Jackie Collins wrote ""The World is Full of Divorced Women"" & ""The World is Full of"" these ""Men""",Married,,True,False,$200,False,25,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Foreign Words & Phrases,"It's Italian for a ""master"" conductor or composer",maestro,Richard Bannin,False,False,$200,False,9,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Philosophy,An agnostic is waiting for proof of this one way or the other before taking sides,existence of God,Molly Redfield,False,False,$200,False,21,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Plays,"Joe, the prizefighter hero of ""Golden Boy"", has this ""Napoleonic"" last name",Bonaparte,Molly Redfield,False,False,$200,False,1,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
"""Port"" Cities",This Maine city is the closest major U.S. harbor to Europe,Portsmouth,Bob Porowski,False,False,$200,False,16,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
People In History,In the 1890s this great French actress bought a Paris theatre & renamed it for herself,(Sarah) Bernhardt,Richard Bannin,False,False,$400,False,3,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Contemporary Books,"In ""Scruples"", Scruples is a chic boutique on this chic Beverly Hills shopping street",Rodeo Drive,Richard Bannin,False,False,$400,False,27,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Foreign Words & Phrases,It's Sanskrit for a word or phrase that's repeated during meditation,mantra,Richard Bannin,False,False,$400,False,10,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Philosophy,"20th c. British philosopher, mathematician & Earl who said knowledge came only from sense",Bertrand Russell,Richard Bannin,False,False,$400,False,22,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Plays,Glenn Close was nominated for a 1980 Tony when she played the wife of this great showman in a musical,(P.T.) Barnum,Richard Bannin,False,False,$400,False,4,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
"""Port"" Cities",This Haitian capital's national museum has the anchor of Columbus' Santa Maria on display,Port-au-Prince,Bob Porowski,False,False,$400,False,17,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
People In History,"King David II of this country, who spent 18 years in exile & in prison, was Robert the Bruce's son",Scotland,Richard Bannin,False,False,$600,False,8,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Contemporary Books,"""Tucker's Last Stand"" is yet another Blackford Oakes novel by this eminent conservative",(William F.) Buckley,Richard Bannin,False,False,$600,False,28,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Foreign Words & Phrases,"Spanish for ""watchmen"", it's now a self-appointed champion of law & order",vigilante,Richard Bannin,False,False,$600,False,11,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Philosophy,"The earliest Greek philosophers are known as ""Pre-"" this man known for his method",Socrates,,False,False,"$1,300",True,23,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Plays,"Act 3, Scene 1 of John Osborne's play about this man takes place at the Diet of Worms in 1521",Luther,Bob Porowski,False,False,$600,False,5,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
"""Port"" Cities",This capital of Trinidad & Tobago was founded in 1595 & named Puerto de Espana,Port of Spain,Molly Redfield,False,False,$600,False,18,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
People In History,Gandhi lived in this country during the Boer War & served the British as a medical volunteer,South Africa,Molly Redfield,False,False,$800,False,14,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Contemporary Books,"""The Fatal Shore"" is a nonfiction account of the convict settlement of this country",Australia,Richard Bannin,False,False,"$1,000",True,29,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Foreign Words & Phrases,"They're the German equivalent of ""Mr."" & ""Mrs.""",herr & frau,Richard Bannin,False,False,$800,False,12,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Philosophy,"American philosopher born in Spain in 1863, he's known for his 1905-06 work, ""The Life of Reason""",George Santayana,,True,False,$800,False,24,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Plays,"Mark van Doren's play about ""The Last Days of"" this president opens in William Peterson's house",Lincoln,,True,False,$800,False,6,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
"""Port"" Cities",This Egyptian city was founded in 1859 as a camp for Suez Canal workers,Port Said,Bob Porowski,False,False,$800,False,19,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
People In History,"This notorious daughter of a pope married Giovanni Sforza, Lord of Pesaro, in 1493",Lucretia Borgia,Molly Redfield,False,False,$1000,False,15,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Contemporary Books,"V.S. Naipaul's 1990 travel book about this country is subtitled ""A Million Mutinies Now""",India,Bob Porowski,False,False,$1000,False,30,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Foreign Words & Phrases,Louisiana Creole word for a small gift given by a shopkeeper to show appreciation,lagniappe,,True,False,$1000,False,13,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Philosophy,"Most of the philosophers of the French Enlightenment contributed to his ""Encyclopedie""",(Denis) Diderot,Richard Bannin,False,False,$1000,False,26,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Plays,"In Act II of this Chekhov play, Treplev enters carrying a dead bird",The Seagull,Richard Bannin,False,False,$1000,False,7,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
"""Port"" Cities","Each October this Texas city has its Cavoilcade, a salute to the petroleum industry",Port Arthur,,True,False,$1000,False,20,Show #1606,"Monday, September 2, 1991",Double Jeopardy! Round
Famous Names,Alice Frazier made front pages when she hugged this queen who was on a state visit in May 1991,Queen Elizabeth,Richard Bannin,False,False,$100,False,1,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Rocks And Minerals,This rock is a huge limestone mass that occupies most of a British dependency,Rock of Gibraltar,Kathrine Marris,False,False,$100,False,26,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Saints,"Martin I, who died in 655, was the last holder of this office to be martyred",pope,Richard Bannin,False,False,$100,False,16,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Geography,"Known for its wine & cheese, Lombardy is also this country's chief industrial region",Italy,Bob Ramsey,False,False,$100,False,6,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Clothes,"""Nightie"" is a nickname for this garment",nightgown,Kathrine Marris,False,False,$100,False,11,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
"""Line""S",A batted baseball hit in a nearly straight trajectory,line drive,Kathrine Marris,False,False,$100,False,21,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Famous Names,"Alfred Gerald Caplin shortened his name a ""Li'l"" to this",Al Capp,Kathrine Marris,False,False,$200,False,2,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Rocks And Minerals,Meerschaum is used chiefly to make the bowls of these,pipes,Kathrine Marris,False,False,$200,False,27,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Saints,This patrol saint of artists & physicians wrote the third Gospel,Luke,Richard Bannin,False,False,$200,False,17,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Geography,"The ""Blue"" branch of this river begins at Lake Tana in Ethiopia",Nile,Richard Bannin,False,False,$200,False,7,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Clothes,Close-fitting name of the close-fitting leg coverings favored by dancers,tights,Kathrine Marris,False,False,$200,False,12,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
"""Line""S",The maximum sum that a customer of a store or bank is authorized to borrow,line of credit,Bob Ramsey,False,False,$200,False,22,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Famous Names,This son-in-law of Leopold I of Belgium was emperor of Mexico from 1864-67,Maximilian,Richard Bannin,False,False,$300,False,3,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Rocks And Minerals,"If you have a ""grain"" of sense you know that brownstone is a type of this stone",sandstone,Kathrine Marris,False,False,$300,False,28,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Saints,"St. Brigid, also known as St. Bride, founded the 1st Women's Religious Community in this country",Ireland,Richard Bannin,False,False,$300,False,18,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Geography,In 1972 the remaining Ryukyu Islands still under U.S. control were returned to this country,Japan,Richard Bannin,False,False,$300,False,8,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Clothes,Despite the name you don't have to like cigarettes to wear one of these loose-fitting jackets,smoking jacket,Richard Bannin,False,False,$300,False,13,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
"""Line""S",To understand the unexpressed but implied meaning of something said or written,read between the lines,Bob Ramsey,False,False,$300,False,23,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Famous Names,Last name of genetic engineer Frederick or birth control pioneer Margaret,Sanger,Richard Bannin,False,False,$400,False,4,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Rocks And Minerals,Speleothems are oddly-shaped rock formations found in these,caves,,True,False,$400,False,29,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Saints,St. Helen was the mother of this Roman emperor who decreed the toleration of Christianity,Constantine,Richard Bannin,False,False,$400,False,19,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Geography,The two countries that occupy the Scandinavian peninsula,Sweden & Norway,Bob Ramsey,False,False,$400,False,9,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Clothes,An inro is a small container that hangs from one of these kimono sashes,obi,Richard Bannin,False,False,$400,False,14,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
"""Line""S",In 1968 Glen Campell reached No. 3 with this song about a county employee in Kansas,"""Wichita Lineman""",Kathrine Marris,False,False,$400,False,24,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Famous Names,"Besides his ""law"" on work & alloted time he also said, ""Expenditure rises to meet income""",Parkinson,,False,False,$800,True,5,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Rocks And Minerals,"Malachite, which is used as an ornamental stone, is this color",green,Richard Bannin,False,False,$500,False,30,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Saints,He's the patron saint of Russians & sailors as well as children,Nicholas,Kathrine Marris,False,False,$500,False,20,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Geography,"Jamaica, Hispaniola & Puerto Rico are part of the ""Greater"" group of these W. Indies islands",Antilles,Richard Bannin,False,False,$500,False,10,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
Clothes,"A light, often lacy, scarf senoras wear over the head & shoulders",mantilla,Richard Bannin,False,False,$500,False,15,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
"""Line""S",President Reagan pointed out the governors of 43 states have this type of veto,line-item veto,Richard Bannin,False,False,$500,False,25,Show #1607,"Tuesday, September 3, 1991",Jeopardy! Round
World Leaders,He's the Fifth Republic's fourth president,Mitterand,Kathrine Marris,False,False,$200,False,1,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Arizona,"By 1883 Arizona was crossed by 2 major railroads, the Southern Pacific & this","Atchison, Topeka & the Santa Fe",Kathrine Marris,False,False,$200,False,24,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Colors,"A small burrowing mammal with rudimentary eyes, or a dark shade of gray",mole,Bob Ramsey,False,False,$200,False,21,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
The 1930S,American volunteers were heading to this country in 1937 to help the Loyalists in their civil war,Spain,Bob Ramsey,False,False,$200,False,2,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Potpourri,"If you're still wondering what ""Fahrvergnugen"" means in this company's ads, it's ""driving pleasure""",Volkswagen,Bob Ramsey,False,False,$200,False,16,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Characters In Film,"Marion Crane, Sam Loomis & Norman Bates",Psycho,Richard Bannin,False,False,$200,False,7,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
World Leaders,This Czech president's plays were formerly banned in his homeland,Havel,Richard Bannin,False,False,$400,False,3,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Arizona,In 1861 Arizonans voted to join it & sent a delegate to its congress,Confederacy,Bob Ramsey,False,False,$400,False,27,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Colors,This reddish shade is slang for being sympathetic to communism,pink,Kathrine Marris,False,False,$400,False,22,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
The 1930S,"On her Nov. 11, 1938 radio show she belted out the song ""God Bless America""",Kate Smith,Bob Ramsey,False,False,$400,False,10,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Potpourri,"Common in Hawaii, a fire fountain is a stream of this issuing from a vent in the ground",lava,Bob Ramsey,False,False,$400,False,17,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Characters In Film,"Doris Walker, Fred Gailey & Kris Kringle",Miracle on 34th Street,Richard Bannin,False,False,$400,False,8,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
World Leaders,"Before becoming President of Syria in 1971, he was the country's Minister of Defense",Assad,Richard Bannin,False,False,$600,False,4,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Arizona,"Founded by Mormons & home to a large Mormon temple, this city was named for the ""flatland"" it's on",Mesa,Bob Ramsey,False,False,$600,False,28,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Colors,"Ironically, this color can mean either puritanical or risque",blue,Richard Bannin,False,False,$600,False,23,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
The 1930S,In Feb. 1930 she was crowned the world's amateur singles figure-skating champ for the 4th straight year,Sonja Henie,Richard Bannin,False,False,$600,False,13,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
Potpourri,"In law, ""common of piscary"" refers to the right of doing this in waters owned by others",fishing,Richard Bannin,False,False,$600,False,18,Show #1607,"Tuesday, September 3, 1991",Double Jeopardy! Round
