Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Nonfiction,"""Linda's Kitchen"" is a vegetarian cookbook by this wife of a former Beatle",McCartney,Jim O'Leary,False,False,$100,False,21,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Feminine Names,"This name was especially popular in the 1800s, when a certain Miss Dickinson and Miss Bronte were born",Emily,Jim O'Leary,False,False,$100,False,26,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Superstitions,"According to the Magickal Almanac, this is the only country where a black cat is considered bad luck",the United States,Jim O'Leary,False,False,$100,False,6,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
U.S. Geography,This city is the seat of Washington's King County,Seattle,Jim O'Leary,False,False,$100,False,11,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
The 1996 Olympics,"France's Marie-Jose Perec won the women's 200- & 400-meter runs, & this American became the 1st man to win both",Michael Johnson,Kirstin Olsen,False,False,$100,False,1,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
World History,"When Abel Tasman discovered this island in 1642, he called it Van Diemen's Land",Tasmania,Kirstin Olsen,False,False,$100,False,16,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Nonfiction,"Robert K. Massie concluded his saga of this royal couple in ""The Romanovs: The Final Chapter""",Nicholas & Alexandra,Jim O'Leary,False,False,$200,False,22,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Feminine Names,"Actress Bergman helped popularize this Scandinavian first name, possibly meaning ""beautiful""",Ingrid,Kirstin Olsen,False,False,$200,False,27,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Superstitions,"Don't ask a fisherman this question; if he answers, it'll stop his streak","""Did you catch any?"" (or ""Are they biting?"")",Jim O'Leary,False,False,$200,False,7,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
U.S. Geography,"The name of this state's Kennebec River is Algonquian for ""long reach""",Maine,Jim O'Leary,False,False,$200,False,12,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
The 1996 Olympics,"Karch Kiraly became the only player to win a 3rd gold medal in this sport, indoors or out",volleyball,,True,False,$200,False,2,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
World History,The Chinese plan called the Great Leap Forward was initiated by this leader in 1958,Mao Tse-tung,Jim O'Leary,False,False,$200,False,17,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Nonfiction,"This Microsoft CEO talks about the future of computers in his bestseller ""The Road Ahead""",Bill Gates,Kirstin Olsen,False,False,$300,False,23,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Feminine Names,"The name Perdita was created by this playwright for the heroine of his ""Winter's Tale""",Shakespeare,Kirstin Olsen,False,False,$300,False,28,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Superstitions,In pagan Ireland this plant was a symbol of the 3 aspects of this goddess,the shamrock,Kirstin Olsen,False,False,$300,False,8,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
U.S. Geography,"The geographic center of this state lies in Wexford County, 5 miles north-northwest of Cadillac",Michigan,Jim O'Leary,False,False,$300,False,13,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
The 1996 Olympics,"On July 19, 1996 Janet Evans lit his fire",Muhammad Ali,Jim O'Leary,False,False,$300,False,3,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
World History,"In 1986 this dictator fled Haiti, ending 28 years of rule by his family",Baby Doc Duvalier,Jim O'Leary,False,False,$300,False,18,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Nonfiction,"This family of anthropologists is the subject of the biography ""Ancestral Passions""",the Leakeys,Bernie Cullen,False,False,$400,False,24,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Feminine Names,Dominique is traditional for a girl born on this day of the week,Sunday,Kirstin Olsen,False,False,"$1,000",True,29,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Superstitions,"For a bride, a coin in here ensures future wealth & perhaps a painful walk down the aisle",her shoe,Jim O'Leary,False,False,$400,False,9,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
U.S. Geography,The largest area of sand dunes in North America lies north of the Platte River in this state,Nebraska,Bernie Cullen,False,False,$400,False,14,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
The 1996 Olympics,Nickname of Turkey's gold medal-winning weightlifter Naim Suleymanoglu,The Pocket Hercules,Jim O'Leary,False,False,$400,False,4,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
World History,In 405 B.C. Spartan commander Lysander won the final victory over the Athenians in this war,the Peloponnesian War,Kirstin Olsen,False,False,$400,False,19,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Nonfiction,"""Years of Upheaval"" is his personal account of foreign affairs during President Nixon's 2nd term",Henry Kissinger,Kirstin Olsen,False,False,$500,False,25,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Feminine Names,"Lolita is a pet form of Lola & Lola is a pet form of this name, Spanish for ""sorrows""",Dolores,Jim O'Leary,False,False,$500,False,30,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
Superstitions,Finding & carrying a rusty one of these is luckier than a shiny one…just don't step on it,a nail,Bernie Cullen,False,False,$500,False,10,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
U.S. Geography,"Over 3 dozen mountains in this northern New York range exceed 4,000 feet",the Adirondacks,Jim O'Leary,False,False,$500,False,15,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
The 1996 Olympics,"As it turned out, the U.S. didn't need the points from her 2nd vault, which worsened her ankle injury",Kerri Strug,Kirstin Olsen,False,False,$500,False,5,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
World History,"In 1358 Lubeck, on the Baltic coast, became the headquarters of this league",the Hanseatic League,Kirstin Olsen,False,False,$500,False,20,Show #2756,"Monday, September 2, 1996",Jeopardy! Round
7 Modern Wonders,The U.S. will stop operating this 50-mile-long passageway in the year 2000,the Panama Canal,Bernie Cullen,False,False,$200,False,17,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Famous Americans,"Before starting the Pennsylvania Gazette in 1729, he worked for nearly a year in a London printing office",(Benjamin) Franklin,Jim O'Leary,False,False,$200,False,8,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Actors & Actresses,In 1995 she reprised her role of Victor/Victoria for the Broadway stage,(Julie) Andrews,Jim O'Leary,False,False,$200,False,10,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Bodies Of Water,This South American river has more than a thousand known tributaries,the Amazon,Jim O'Leary,False,False,$200,False,1,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Classical Music,"In 1726 this ""Messiah"" composer became an English citizen",Handel,Kirstin Olsen,False,False,$200,False,6,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Word History,The titles Kaiser & Czar were both derived from this earlier title,Caesar,Kirstin Olsen,False,False,$200,False,23,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
7 Modern Wonders,"The 1989 Loma Prieta earthquake did little damage to this, the world's tallest suspension bridge",the Golden Gate Bridge,Kirstin Olsen,False,False,$400,False,18,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Famous Americans,"At age 19 this ""Leaves of Grass"" author became editor of The Long Islander, a weekly newspaper",Whitman,Kirstin Olsen,False,False,$400,False,9,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Actors & Actresses,"She's played 2 Stephen King characters on film: Annie Wilkes in ""Misery"" & ""Dolores Claiborne""",(Kathy) Bates,Jim O'Leary,False,False,$400,False,19,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Bodies Of Water,Lake Manapouri on South Island is one of this country's deepest lakes,New Zealand,Kirstin Olsen,False,False,$400,False,2,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Classical Music,"Although known as ""The Waltz King"", he also wrote numerous marches & polkas",(Johann) Strauss,Jim O'Leary,False,False,$400,False,7,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
Word History,"Pants, as an item of apparel, is short for this word, from an Italian comic character",Pantalone,Kirstin Olsen,False,False,$400,False,24,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
7 Modern Wonders,"Built in 410 days, it was the tallest building in the world for 4 decades of the 20th century",the Empire State Building,Bernie Cullen,False,False,$600,False,30,Show #2756,"Monday, September 2, 1996",Double Jeopardy! Round
