Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
20Th Century America,"On Oct. 18, 1965 David Miller was the first to be arrested under a new law prohibiting burning these",draft cards,Garry Weischedel,False,False,$100,False,4,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Musical Theatre,"Originally it was to involve a Jewish boy & a Catholic girl & was to be called ""East Side Story""",West Side Story,Jim Weinstein,False,False,$100,False,1,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Makeup,Some women dye their lashes instead of using this traditional eyelash makeup,mascara,Cindy Cullen,False,False,$100,False,26,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
April Fools' Day,"The United States sent up Tiros I, the 1st satellite of this kind, April 1, 1960",weather satellite,Cindy Cullen,False,False,$100,False,21,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Medicine,"A baby going through this shows symptoms like drooling, gum discomfort, irritability & biting",teething,Cindy Cullen,False,False,$100,False,11,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Last Name'S The Same,"Pamela,Benjamin,Aretha",Franklin,Garry Weischedel,False,False,$100,False,14,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
20Th Century America,"To save copper in 1943, the U.S. government made these out of zinc-coated steel",pennies,Garry Weischedel,False,False,$200,False,5,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Musical Theatre,Raul Julia & Sheena Easton recently teamed up to play Don Quixote & Aldonza in this musical,Man of La Mancha,Jim Weinstein,False,False,$200,False,2,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Makeup,Foundation is usually described as oil-based or based with this common liquid,water,Cindy Cullen,False,False,$200,False,27,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
April Fools' Day,"This silent movie ""hunchback"" whose parents were deaf mutes was born April 1, 1883",Lon Chaney,Garry Weischedel,False,False,$200,False,22,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Medicine,Most gallstones are made of this substance found in egg yolks,cholesterol,Garry Weischedel,False,False,$200,False,12,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Last Name'S The Same,"Glenn,Gerald,Edsel",Ford,Garry Weischedel,False,False,$200,False,17,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
20Th Century America,"Between August 9 & December 19, 1974 the country had no VP; then he got the job",Nelson Rockefeller,Jim Weinstein,False,False,$300,False,6,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Musical Theatre,"""Yes, Yes, Yvette"" was a rather unsuccessful successor to this musical","No, No, Nanette",Garry Weischedel,False,False,$300,False,3,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Makeup,"As a finishing touch, you can ""set"" your makeup by dusting your face with this",powder,Jim Weinstein,False,False,$300,False,28,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
April Fools' Day,"This Motown star was shot by his father April 1, 1984, the day before his 45th birthday",Marvin Gaye,Garry Weischedel,False,False,$300,False,23,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Medicine,"According to the AMA, it's the cause of 75% of the dementia cases in those 65 & older",Alzheimer\'s Disease,Jim Weinstein,False,False,$300,False,13,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Last Name'S The Same,"Betty,Slappy,Stanford",White,Jim Weinstein,False,False,$300,False,18,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
20Th Century America,"On September 8, 1935 this Louisiana senator was shot by Dr. Carl Weiss in Baton Rouge",Huey Long,Jim Weinstein,False,False,$400,False,8,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Musical Theatre,"Anne Baxter, who starred in ""All About Eve"", later starred in this musical based on the film",Applause,Garry Weischedel,False,False,$400,False,7,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Makeup,Red & pink are common colors of the liners used to outline & define these,lips,Jim Weinstein,False,False,$400,False,29,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
April Fools' Day,"In effect from April 1, 1988, a 60-day truce between the gov't & Contras in this country lasted 19 mos.",Nicaragua,Cindy Cullen,False,False,$400,False,24,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
Medicine,"In 1540, under a charter from Henry VIII, the Guild of Surgeons merged with this guild",barbers,Garry Weischedel,False,False,$400,False,15,Show #1836,"Monday, September 7, 1992",Jeopardy! Round
