Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
U.S. Government,Term for any committee using both Republicans & Democrats,bi-partisan,Sandra Cheltenham,False,False,$100,False,20,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Animals,Don't kick an adult male of these duck-billed creatures in the ankle; he's got a poisoned spur,duck-billed platypus,Susan Sackett,False,False,$100,False,1,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Sauces,"By corporate policy, it accounts for 2 of the 13 layers in a Big Mac",the special sauce,,True,False,$100,False,9,Show #456,"Monday, September 8, 1986",Jeopardy! Round
1966,"In November 1966, NASA was photographing possible landing sites here",the moon,Florence Cohen,False,False,$100,False,16,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Quotes,"Bandleader who said in 1977, ""When I go I'll take New Year's Eve with me""",Guy Lombardo,Florence Cohen,False,False,$100,False,7,Show #456,"Monday, September 8, 1986",Jeopardy! Round
"""Lewis"" & ""Clark""",This '84 gold medalist was booed when he didn't try to break the long jump world record,Carl Lewis,Sandra Cheltenham,False,False,$100,False,3,Show #456,"Monday, September 8, 1986",Jeopardy! Round
U.S. Government,Minimum age for a Congressman,25,,True,False,$200,False,21,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Animals,"""Odobenus rosmarus"", Latin name for this Arctic tusked mammal, means ""one who walks with his teeth""",walrus,Florence Cohen,False,False,$200,False,2,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Sauces,"Made of beaten oil, egg yolks & vinegar, it's a sauce more common on salads than on meat",mayonnaise,Sandra Cheltenham,False,False,$200,False,10,Show #456,"Monday, September 8, 1986",Jeopardy! Round
1966,"In Las Vegas, on July 19, this 50-year-old singer married 21-year-old Mia Farrow",Frank Sinatra,Sandra Cheltenham,False,False,$200,False,17,Show #456,"Monday, September 8, 1986",Jeopardy! Round
Quotes,"Finishes Lord Chesterfield's 1749 line; ""No idleness, no laziness, no procrastination: never put off...""",until tomorrow what you can do today,Susan Sackett,False,False,$200,False,11,Show #456,"Monday, September 8, 1986",Jeopardy! Round
