Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Opening Statements,"This girl ""lived in the midst of the great Kansas prairies, with Uncle Henry...""",Dorothy,Franki Butler,False,False,$200,False,28,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Discovery,In 1985 this ship was discovered by a U.S. Navy expedition led by Robert Ballard that found where she had lain for 73 years,the Titanic,Franki Butler,False,False,$200,False,9,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Approach The Bench,"Claiming this star player was out of shape for a 2008 exhibition vs. Germany, England's soccer coach benched it like him",Beckham,Franki Butler,False,False,$200,False,4,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Sentencing,"In ""He gave the dog a bone"", bone is a direct one of these & dog is an indirect one",an object,Cory Barger,False,False,$200,False,1,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Opening Statements,"""Moby-Dick"" begins with this 3-word sentence","""Call me Ishmael.""",Jeff Rich,False,False,$400,False,27,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Discovery,Collective name for the ancient manuscript fragments discovered in 1947 in caves in the Qumran region of the West Bank,the Dead Sea Scrolls,Jeff Rich,False,False,$400,False,12,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Approach The Bench,Soviet coach Viktor Tikhonov's benching of goalie Vladislav Tretiak helped Team USA get miraculous at the 1980 Olympics in this village,Lake Placid,,True,False,$400,False,5,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Cross Examination,A t-shaped cross also called St. Anthony's cross bears the name of this Greek letter,tau,,True,False,$400,False,21,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Side Bar,It's a curled piece of lemon peel to garnish a cocktail,a twist,Franki Butler,False,False,$400,False,16,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
Sentencing,"In French most adjectives are postpositive, meaning you'll find them here",after the noun,Jeff Rich,False,False,$400,False,2,Show #8236,"Monday, September 14, 2020",Jeopardy! Round
