Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The 20Th Century,In the 1920s this Fascist leader of Italy set up a puppet regime in Albania & reconquered Libya,Mussolini,Dorothy Gilmartin,False,False,$200,False,1,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The Tales Of Dustin Hoffman,Both Hoffman & Streep won Oscars as the title duo in this film,Kramer vs. Kramer,Keli Jackson,False,False,$200,False,26,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Also A Soap Brand,Tusk material,Ivory,Ben Taylor,False,False,$200,False,6,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
In The Bookstore,"""The Teammates"" by David Halberstam chronicles the friendships of Ted Williams & others on this team",Boston Red Sox,Keli Jackson,False,False,$200,False,16,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Scott Free,In 1850 a St. Louis jury said that this man's prior residence in Wisconsin & Illinois had made him a free man,Dred Scott,Keli Jackson,False,False,$200,False,21,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
"""P""Lease","From the Latin for ""having a sharp point"", it's an adjective meaning keeping to an arranged time",punctual,Ben Taylor,False,False,$200,False,11,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The 20Th Century,"Elizabeth II succeeded her father, this man who died unexpectedly at age 56",George VI,Dorothy Gilmartin,False,False,$400,False,2,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The Tales Of Dustin Hoffman,"Dustin says, ""I was a better man with you, as a woman... than I ever was with a woman, as a man"" in this 1982 film",Tootsie,Keli Jackson,False,False,$400,False,27,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Also A Soap Brand,Rotary phone part,Dial,Keli Jackson,False,False,$400,False,7,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
In The Bookstore,"John Grisham switched gears with ""Skipping"" this holiday, about a couple who want to skip the consumerism",Christmas,Ben Taylor,False,False,$400,False,17,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Scott Free,"In 1814, while this lawyer & poet was helping to free his friend William Beanes, he saw the bombing of Fort McHenry",Francis Scott Key,Keli Jackson,False,False,$400,False,22,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
"""P""Lease","Consent, especially formal authorization",permission,Dorothy Gilmartin,False,False,$400,False,12,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The 20Th Century,"On Feb. 8, 1904 Japanese ships attacked this country's fleet at Lushun, Manchuria, beginning a war",Russia,Ben Taylor,False,False,$600,False,3,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The Tales Of Dustin Hoffman,Dustin spent more than a weekend as Bernie in this 2004 Stiller & De Niro sequel,Meet the Fockers,Ben Taylor,False,False,$600,False,28,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Also A Soap Brand,Molten rock,Lava,Keli Jackson,False,False,$600,False,8,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
In The Bookstore,"""The Devil in the White City"" examines ""Murder, Magic & Madness"" at the 1893 World's Fair in this U.S. city",Chicago,Dorothy Gilmartin,False,False,$600,False,18,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Scott Free,"A skier in his free time, this Mercury 7 astronaut landed his Aurora 7 capsule 250 miles off course in 1962",Scott Carpenter,Dorothy Gilmartin,False,False,$600,False,23,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
"""P""Lease","This ""canine"" seen here has been known to live in communities of as many as 400 million",a prairie dog,Dorothy Gilmartin,False,False,$600,False,13,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The 20Th Century,"On Feb. 15, 1965, Canada's new flag, which prominently featured an 11-pointed one of these, flew for the first time",the maple leaf,Ben Taylor,False,False,$800,False,4,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The Tales Of Dustin Hoffman,"""Frankly, you're beginning to smell and for a stud in New York, that's a handicap"", says Dustin in this 1969 film",Midnight Cowboy,Dorothy Gilmartin,False,False,$800,False,29,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Also A Soap Brand,Peace advocate,Dove,Ben Taylor,False,False,$800,False,9,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
In The Bookstore,"In a Stephen King book, writer Paul Sheldon is weary of this title heroine he created",Misery,,True,False,$800,False,19,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Scott Free,"Captured & freed in the War of 1812, he was later an 1852 presidential candidate & a Union general",Winfield Scott,Dorothy Gilmartin,False,False,$800,False,24,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
"""P""Lease",A large fire built for a funeral cremation,a pyre,Dorothy Gilmartin,False,False,$800,False,14,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The 20Th Century,"On Valentine's Day 1989 the Ayatollah Khomeini showed no love for this author's ""Satanic Verses"", giving him a death sentence",Salman Rushdie,Keli Jackson,False,False,$1000,False,5,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
The Tales Of Dustin Hoffman,"Laurence Olivier sets dentistry back about 1,000 years as he works on Dustin in this film; that's not safe at all",Marathon Man,Dorothy Gilmartin,False,False,$1000,False,30,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Also A Soap Brand,April in Tipperary,Irish Spring,Keli Jackson,False,False,$1000,False,10,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
In The Bookstore,"Appropriately, Part 3 of this 1953 novel is ""Burning Bright""",Fahrenheit 451,,False,False,"$2,000",True,20,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
Scott Free,This White House Press Secretary freed up his schedule in 2006 & was replaced by Tony Snow,Scott McClellan,Keli Jackson,False,False,$1000,False,25,Show #5286,"Monday, September 10, 2007",Jeopardy! Round
