Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Bible Heroes,"He had 3 sons:Seth, Abel & Cain",Adam,Cassie Hill,False,False,$100,False,6,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Monopoly,It's where you go when you throw doubles 3 times in a row,jail,Cassie Hill,False,False,$100,False,11,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Historic Names,"When you turn on a light bulb, you can thank him; he invented it",Thomas Edison,Cassie Hill,False,False,$100,False,26,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Movie People,"It's the name of Jim Carrey's ""Pet Detective""",Ace Ventura,Zach Safford,False,False,$100,False,16,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Cereals,Hooray!  This toasted oat cereal is made from the grain highest in protein,Cheerios,Cassie Hill,False,False,$100,False,1,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Spell It Out For Me!,We'll all sing your praises when you spell...,C-H-O-I-R,Cassie Hill,False,False,$100,False,21,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Bible Heroes,"This prophet was actually swallowed by a ""great fish"", not a whale",Jonah,Cassie Hill,False,False,$200,False,7,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Monopoly,Basic rent is just $2 on this street that shares its name with a sea,Mediterranean Avenue,Cassie Hill,False,False,$200,False,12,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Historic Names,He was reelected vice president of the U.S. in 1996,Al Gore,Cassie Hill,False,False,$200,False,27,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Movie People,"He's just groovy as the actor who plays Austin Powers, baby",Mike Myers,Zach Safford,False,False,$200,False,17,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Cereals,Pollinators might enjoy this cereal seen here,Honeycomb,Zach Safford,False,False,$200,False,2,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Spell It Out For Me!,Things will be sour if you can't spell...,V-I-N-E-G-A-R,Nate Austin,False,False,$200,False,22,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Bible Heroes,This man asked Pharaoh to let his people go,Moses,Cassie Hill,False,False,$300,False,8,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Monopoly,The player who is known as this pays you $200 whenever you pass Go,the bank,Zach Safford,False,False,$300,False,13,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Historic Names,She lost her vision & hearing before she was 2; Anne Sullivan came to help 5 years later,Helen Keller,Nate Austin,False,False,$300,False,28,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Movie People,"This ""Pretty Woman"" movie star recently played a movie star in ""Notting Hill""",Julia Roberts,Nate Austin,False,False,$300,False,18,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Cereals,This variety of cereal seen here also comes in a spoon-size version,Shredded Wheat,Zach Safford,False,False,$300,False,3,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Spell It Out For Me!,I hungrily await you to spell...,N-E-C-T-A-R-I-N-E,Nate Austin,False,False,$300,False,23,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Bible Heroes,The 14th chapter of Judges reports that he killed a lion with his bare hands,Samson,,False,False,$300,True,9,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Monopoly,"In an official 1998 election, this vehicle was named favorite token",the racecar,Nate Austin,False,False,$400,False,14,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Movie People,"Cool it!  This muscleman played Mr. Freeze in the movie ""Batman and Robin""",Arnold Schwarzenegger,Zach Safford,False,False,$400,False,19,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Cereals,"It's the ""magical"" cereal seen here, lad",Lucky Charms,Nate Austin,False,False,$400,False,4,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Spell It Out For Me!,"Don't spell it 3 times, but do spell...",T-R-I-P-L-I-C-A-T-E,Nate Austin,False,False,$400,False,24,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Bible Heroes,"King David's wise son, he built the temple",Solomon,Cassie Hill,False,False,$500,False,10,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Monopoly,Landing on this square will set you back $200 or 10% of your total score,Income Tax,Zach Safford,False,False,$500,False,15,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Movie People,"As Jim West & Artemus Gordon, these 2 actors rode into the ""Wild Wild West"" in 1999",Will Smith & Kevin Kline,Cassie Hill,False,False,$500,False,20,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Cereals,"This ""nautical"" favorite should fill your sails in the morning",Captain Crunch,Cassie Hill,False,False,$500,False,5,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
Spell It Out For Me!,You won't be exasperated if you can't spell...,A-G-G-R-A-V-A-T-I-O-N,,True,False,$500,False,25,Show #3446,"Monday, September 6, 1999",Jeopardy! Round
The '80S,"In 1985 this singer had a hit with ""Material Girl""",Madonna,Zach Safford,False,False,$200,False,1,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Really Grimm Fairy Tales,"Mirror, mirror on the wall, she's the fairest of them all (so the Queen tries to poison her)",Snow White,Cassie Hill,False,False,$200,False,7,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Where Is It?,The Eiffel Tower is one of the dramatic landmarks in this European capital city,Paris,Cassie Hill,False,False,$200,False,17,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Fill In The _____,"Something hard to find resembles ""a needle in a _____""",Haystack,Cassie Hill,False,False,$200,False,12,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Arts & Crafts,This paint which bears the name of a part of the hand is sometimes made with tempera paint & liquid starch,Fingerpaint,Zach Safford,False,False,$200,False,22,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Dinosaurs,"Nicknamed Sue, the largest of these, the ""King of the Dinosaurs"", was uncovered in South Dakota in 1990",Tyrannosaurus Rex,Nate Austin,False,False,$200,False,2,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
The '80S,"On Jan. 20, 1985 this man was sworn in for his second term as U.S. president",Ronald Reagan,Zach Safford,False,False,$400,False,27,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Really Grimm Fairy Tales,A wicked witch in an edible house tries to fatten up this boy so she can eat him,Hansel,Cassie Hill,False,False,$400,False,8,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Where Is It?,The countries of Uruguay & Paraguay are found on this continent,South America,Cassie Hill,False,False,$400,False,18,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Fill In The _____,"Hamlet sighed, ""To be or not to be: that is _____""",The question,Zach Safford,False,False,$400,False,13,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Arts & Crafts,This material can be shaped by hand & fired in a kiln to make pottery,Clay,Cassie Hill,False,False,$400,False,23,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Dinosaurs,This plant-eater named for the 3 horns on its face was at least 25 feet long,Triceratops,Zach Safford,False,False,$400,False,3,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Really Grimm Fairy Tales,The Grimms said her stepsisters cut off parts of their feet so they could squeeze into her slipper,Cinderella,Nate Austin,False,False,$600,False,9,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Where Is It?,"Honshu, Hokkaido, Shikoku & Kyushu are the 4 main islands making up this Asian country",Japan,Zach Safford,False,False,$600,False,19,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
Fill In The _____,"In the book of Matthew, ""Many are called, but few are _____""",Chosen,,True,False,$600,False,14,Show #3446,"Monday, September 6, 1999",Double Jeopardy! Round
