Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The Old Testament,"Let's all flock to read Psalm 95, in which humans are compared to these animals",sheep,J.D. Smith,False,False,$200,False,1,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sean Song,"The rap on him is he's sometimes ""Puffy""",Sean Combs,J.D. Smith,False,False,$200,False,4,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
City Walk,In the 1980s this city passed Chicago as the USA's second most populous,Los Angeles,J.D. Smith,False,False,$200,False,26,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sloganeering,"""Ask any mermaid you happen to see, 'What's the best tuna?'"", this brand",Chicken of the Sea,Ken Jennings,False,False,$200,False,11,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Room,"Many people have become familiar with ""Shape"", ""Ski"" & ""Savoy"", which are these, in doctors' waiting rooms",magazines,Ken Jennings,False,False,$200,False,21,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
"""Board""","In 2003, Roy E. Disney left it after being on it since 1967",the Disney Board of Directors,Ken Jennings,False,False,$200,False,16,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
The Old Testament,"Some say the screech owl in the King James Bible is Lilith, the name given his legendary first wife",Adam,Ken Jennings,False,False,$400,False,2,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sean Song,Once married to Madonna,Sean Penn,Ken Jennings,False,False,$400,False,5,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
City Walk,"This London borough is the G in GMT, squire",Greenwich,Ken Jennings,False,False,$400,False,27,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sloganeering,"A fast food chain: ""If it doesn't get all over the place, it doesn't belong in your face""",Carl\'s Jr.,Ken Jennings,False,False,$400,False,12,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Room,(Cheryl of the Clue Crew reports from the Briefing Room at the White House.)  The White House briefing room floor covers a swimming pool that was installed for this man in 1933,Franklin Delano Roosevelt,Ken Jennings,False,False,$400,False,22,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
"""Board""","It's where Bart Simpson is often found in the opening of ""The Simpsons""",his skateboard (or the blackboard),Ken Jennings,False,False,$400,False,17,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
The Old Testament,"Hagar, carrying this man's baby, fled into the desert after harsh treatment from his wife",Abraham,Betsey Casman,False,False,$600,False,3,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sean Song,"He won an Oscar for ""The Untouchables""",Sean Connery,Ken Jennings,False,False,$600,False,8,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
City Walk,Thomas Alsgaard won the 15-kilometer cross-country ski event at the 1998 Winter Olympics in this Japanese city,Nagano,Ken Jennings,False,False,$600,False,28,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sloganeering,"""Pardon me, but do you have any"" of this fancy mustard?",Grey Poupon,J.D. Smith,False,False,$600,False,13,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Room,"The Titanic has 3 rooms for this--only men were allowed there, as women weren't supposed to do it in public",smoking,Ken Jennings,False,False,"$4,000",True,23,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
"""Board""",At this time we'd like to do this for our first-class passengers & those traveling with small children,pre-board,J.D. Smith,False,False,$600,False,18,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
The Old Testament,"According to this Old Testament book, this ""swords into plowshares"" prophet walked naked for 3 years",Isaiah,J.D. Smith,False,False,$800,False,6,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sean Song,Yoko's boy,Sean Lennon,Ken Jennings,False,False,$800,False,9,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
City Walk,"The Dalai Lama's former residence, the Potala Palace, overlooks this city",Lhasa,Ken Jennings,False,False,$800,False,29,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Sloganeering,"""Kiss a little longer"" with this gum",Big Red,Ken Jennings,False,False,$800,False,14,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
Room,"Officially released in 1975, much-bootlegged tapes of Dylan & The Band were named for this space",the basement,,True,False,$800,False,24,Show #4596,"Monday, September 6, 2004",Jeopardy! Round
