Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
See The Pop Hit,It was the first song by a rapper to top the Billboard Hot 100,"""Ice Ice Baby""",Ed Kim,False,False,$200,False,21,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
"""A""Djectives","It can mean ""full of life"", or describe characters like Rocky & Bullwinkle",animated,Tara Anderson,False,False,$200,False,1,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
So You Want To Write A Novel,The work's reflection of your attitude to your subject will come out as mood or this other 4-letter word,tone,Rook Thomas Hine,False,False,$200,False,16,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
World Leaders,Pierre Trudeau once led this land,Canada,Tara Anderson,False,False,$200,False,6,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Dangerous,"In 1604 King James I called this plant ""dangerous to the lungs""",tobacco,Tara Anderson,False,False,$200,False,15,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Steve Jobs|,"""Insanely great"" was how Steve described this breakthrough computer when it was introduced in 1984",Macintosh,Rook Thomas Hine,False,False,$200,False,22,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
See The Pop Hit,It generated a lot of talk & a lot of spoofs,"""Blurred Lines""",Tara Anderson,False,False,$400,False,20,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
"""A""Djectives",Above 66 degrees 33 minutes north latitude,Arctic,Ed Kim,False,False,$400,False,2,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
So You Want To Write A Novel,"Wish I had a nickel for every time I've told authors to avoid this type of expression; it's from the French for ""stereotype""",cliché,Ed Kim,False,False,$400,False,26,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
World Leaders,"In 1977 this country's military ended Zulfikar Ali Bhutto's rule; in 1979, his life",Pakistan,Rook Thomas Hine,False,False,$400,False,7,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Dangerous,"There are 4 varieties of this deadly African venomous snake, 3 green & 1 black",a mamba,Rook Thomas Hine,False,False,$400,False,14,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Steve Jobs|,Steve started his oft-quoted 2005 commencement at this Cal. univ. by telling why he dropped out of Reed College,Stanford,Rook Thomas Hine,False,False,$400,False,27,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
See The Pop Hit,It was featured in a 1982 movie,"""The Eye Of The Tiger""",Rook Thomas Hine,False,False,$600,False,17,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
"""A""Djectives",Done without thinking or shifting,automatic,Rook Thomas Hine,False,False,$600,False,3,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
So You Want To Write A Novel,"From the Greek for ""first competitor"", it's your leading character",protagonist,Ed Kim,False,False,$600,False,25,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
World Leaders,"Though 20+ years older than his wife Eva, this Argentine leader outlived her by 20+ years",Juan Perón,Tara Anderson,False,False,$600,False,8,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Dangerous,"This swimming superstar made many a movie right here at Sony studios, including 1953's ""Dangerous When Wet""",Esther Williams,Tara Anderson,False,False,$600,False,11,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
Steve Jobs|,Steve Jobs joined this other Steve in 1976 to design the logic board that would become known as Apple I,Wozniak,Ed Kim,False,False,$600,False,28,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
See The Pop Hit,It's this 1988 No. 1 hit,"""The Man In The Mirror""",Tara Anderson,False,False,$800,False,18,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
"""A""Djectives","Smelly, but in a good way",aromatic,Ed Kim,False,False,$800,False,4,Show #7126,"Monday, September 14, 2015",Jeopardy! Round
