Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The 1800S,Major act of Jefferson's presidency that doubled the size of the United States,the Louisiana Purchase,Dave Prechtl,False,False,$100,False,21,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Movies,"In 1949 he made his last film with Ginger, ""The Barkleys of Broadway""",Fred Astaire,Dave Prechtl,False,False,$100,False,6,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Bible,"According to Romans 6:23, ""The wages of"" this ""is death""",sin,Molly Herrington,False,False,$100,False,8,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Calendar,"A proverb states on this date ""you may send a fool whither you will""",April 1st,Vernon Jones,False,False,$100,False,16,Show #916,"Monday, September 5, 1988",Jeopardy! Round
Track & Field,"On May 6, 1954 he became the 1st person to break the 4-minute mile",Roger Bannister,Dave Prechtl,False,False,$100,False,1,Show #916,"Monday, September 5, 1988",Jeopardy! Round
Common Bonds,"Snow,milk,lily",white,Dave Prechtl,False,False,$100,False,24,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The 1800S,"After his death at Trafalgar, his body was brought back to England, pickled in brandy & then wine",(Lord) Nelson,Dave Prechtl,False,False,$200,False,22,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Movies,"She kept her undies in the icebox in ""The 7-Year Itch"", which still didn't cool off Tom Ewell",Marilyn Monroe,Vernon Jones,False,False,$200,False,7,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Bible,Psalm 133 reports that Aaron's was so long it hung down to the skirts of his garments,his beard,Molly Herrington,False,False,$200,False,10,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Calendar,"Abbreviated ""FY"", it's the 12 months for which a company plans its budget",a fiscal year,Dave Prechtl,False,False,$200,False,17,Show #916,"Monday, September 5, 1988",Jeopardy! Round
Track & Field,"They're either 36"" or 42"" high, depending on the race",a hurdle,Dave Prechtl,False,False,$200,False,2,Show #916,"Monday, September 5, 1988",Jeopardy! Round
Common Bonds,"A rose,perfume,a rat",things you smell,,True,False,$200,False,25,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The 1800S,"In 1820 Nathaniel Palmer of Stonington, Connecticut became 1st man to lay eyes on this continent",Antarctica,Vernon Jones,False,False,$300,False,23,Show #916,"Monday, September 5, 1988",Jeopardy! Round
The Movies,"Of a sapphire, a nightclub or Marlene Dietrich, what the Blue Angel was in ""The Blue Angel""",a nightclub,Vernon Jones,False,False,$300,False,9,Show #916,"Monday, September 5, 1988",Jeopardy! Round
