Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
State Of The Union Addresses,Hoover's 1930 address said this nascent disaster was partly due to world overproduction of zinc,the Great Depression,Willy Jay,False,False,$200,False,23,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"Fred Thompson, Acting Senator",Fred Dalton Thompson was still in the Senate when he took the role of D.A. Arthur Branch on this drama,Law & Order,David Madden,False,False,$200,False,13,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Judaism,"If this scroll has even one letter amiss, it cannot be used & may have to be buried",the Torah,Willy Jay,False,False,$200,False,3,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"""Ain"" Drops",Lettuce fit for a Caesar,romaine,David Madden,False,False,$200,False,7,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"A Nebraska Cornhusker, Or...","Former Husker head coach & now Congressman Tom, or ""Look Back in Anger"" playwright John",Osborne,David Madden,False,False,$200,False,30,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Kissing Up To The Boss,"Earn these ""points"" by currying favor; it's also a Girl Scout aged 6 to 8",brownie,David Madden,False,False,$200,False,18,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
State Of The Union Addresses,"Washington's first State of the Union message, in this year, began with the good news of North Carolina joining the Union",1790,David Madden,False,False,$400,False,22,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"Fred Thompson, Acting Senator","In 1973, at age 30, Fred was minority counsel to the Senate committee investigating this scandal",Watergate,Catie Camille,False,False,$400,False,2,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Judaism,"Often highly decorated, a ketubah is this type of contract, signed by the 2 principals, a rabbi & 2 witnesses",a marriage contract,Catie Camille,False,False,$400,False,24,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"""Ain"" Drops","By definition, a poem of 4 lines",quatrain,Willy Jay,False,False,$400,False,25,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"A Nebraska Cornhusker, Or...","'70s Heisman-winning RB Johnny, or Broadway composer Richard",Rodgers,Willy Jay,False,False,$400,False,29,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Kissing Up To The Boss,"Term for an educator's spaniel or tabby, or a favorite pupil",a teacher\'s pet,Willy Jay,False,False,$400,False,15,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
State Of The Union Addresses,"1823's address introduced what has come to be known as this""The American continents are henceforth not to be considered as subjects for future colonization by any European powers.""",the Monroe Doctrine,David Madden,False,False,$600,False,21,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"Fred Thompson, Acting Senator","Thompson joined the Navy for this ""colorful"" 1990 submarine film",The Hunt for Red October,Willy Jay,False,False,$600,False,4,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Judaism,"Reform Jews, who doubt that this will be rebuilt in Jerusalem, use this same term for their houses of worship",the temple,Willy Jay,False,False,$600,False,17,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"""Ain"" Drops",To instill with ministerial authority,ordain,David Madden,False,False,$600,False,20,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
"A Nebraska Cornhusker, Or...","QB of Nebraska's all-century team Tommie, or boxing's ""Smokin' Joe""",Frazier,David Madden,False,False,$600,False,27,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
Kissing Up To The Boss,"Like '70s rocker Jon Anderson, when mindlessly acquiescing to the head honcho, you could be considered this",a yes man,Willy Jay,False,False,$600,False,16,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
State Of The Union Addresses,"He began his third annual message with gratitude for good harvests, then moved on to the ""inexcusable insurrection""",Lincoln,David Madden,False,False,"$1,000",True,9,Show #4826,"Monday, September 12, 2005",Jeopardy! Round
