Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Great & Other Lakes,The Chicago River flows out of this Great Lake,Lake Michigan,Vamsi Adusumilli,False,False,$200,False,9,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Oscar Winners On Tv,"This Oscar winner for ""Ordinary People"" leads a team of thieves & hackers on TNT's ""Leverage""",(Timothy) Hutton,Alison Parakh,False,False,$200,False,1,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
My So. Cal. Life,"On a clear day, I can see this landmark unveiled in 1923; it's lost 4 letters since then",the Hollywood Sign,Alison Parakh,False,False,$200,False,4,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
"""A"" In Literature","In Milton's ""Paradise Lost"", Gabriel sends 2 of these beings to watch over Paradise, & Satan flees",angels,Vamsi Adusumilli,False,False,$200,False,12,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Latin Phrases,"Lapsus linguae, a sudden, unfortunate utterance, translates to this 4-word phrase",slip of the tongue,Alison Parakh,False,False,$200,False,20,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Great & Other Lakes,In surface area this one of the 5 Great Lakes is the largest body of fresh water in the world,Lake Superior,Alison Parakh,False,False,$400,False,10,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Oscar Winners On Tv,"In the 1980s he & his daughter Holly hosted ""Ripley's Believe It or Not"", though we don't remember any one-armed push-ups",Jack Palance,,True,False,$400,False,2,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
My So. Cal. Life,"In summer I listen to this great broadcaster, now in his 63rd year calling Dodger games",Vin Scully,Alison Parakh,False,False,$400,False,5,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
"""A"" In Literature","When Moby Dick is harpooned, this man becomes fouled in the line & is taken under the sea to his death",Ahab,Diane Samuelson,False,False,$400,False,16,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Latin Phrases,"Said at funerals, requiescat in pace translates to this",rest in peace,Alison Parakh,False,False,$400,False,21,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Great & Other Lakes,"The town of Yellowknife is located on the shore of this ""Great"" Canadian lake",Great Slave Lake,,True,False,$600,False,13,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Oscar Winners On Tv,"This Oscar-winning daughter of an Oscar-winning director plays producer Eileen Rand on ""Smash""",Anjelica Huston,,False,False,"$1,000",True,3,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
My So. Cal. Life,Weekends I go to Musso & Frank's iconic restaurant; GQ called their version of this gin-based cocktail America's best,a martini,Alison Parakh,False,False,$600,False,6,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
"""A"" In Literature","Chapter 1 of this Tolstoy novel tells us, ""Everything was in confusion in the Oblonskys' house""",Anna Karenina,Diane Samuelson,False,False,$600,False,17,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Latin Phrases,"Agnus dei is this 4-legged animal ""of God""",a lamb,Diane Samuelson,False,False,$600,False,22,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Your Best Texas Hold 'Em Call,What's this?,four of a kind,Vamsi Adusumilli,False,False,$600,False,24,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Great & Other Lakes,This lake in Oregon is the second-deepest lake in North America,Crater Lake,Vamsi Adusumilli,False,False,$800,False,14,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Oscar Winners On Tv,"In 2012 this 2-time Oscar winner won a Golden Globe for her role on ""American Horror Story""",Jessica Lange,,True,False,$800,False,11,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
My So. Cal. Life,"When I say I live in the Valley, I mean this one that's home to such communities as Studio City & Encino",San Fernando Valley,Alison Parakh,False,False,$800,False,7,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
"""A"" In Literature","The oldest of the 3 Musketeers, he was once married to the evil Milady de Winter",Athos,Diane Samuelson,False,False,$800,False,18,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Latin Phrases,"In utero means ""within the womb""; this other phrase describes something that happens ""in glass""",in vitro,Vamsi Adusumilli,False,False,$800,False,23,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Your Best Texas Hold 'Em Call,What's this?,a flush,Diane Samuelson,False,False,$800,False,26,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Great & Other Lakes,"Percy Shelley wrote of this Italian lake, it ""exceeds anything I ever beheld in beauty""",Lake Como,Alison Parakh,False,False,$1000,False,15,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
My So. Cal. Life,Sometimes I get my kicks driving to Glendora to visit the acclaimed Donut Man on this route,Route 66,Vamsi Adusumilli,False,False,$1000,False,8,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
"""A"" In Literature","Theodore Dreiser based this novel on the case of Chester Gillette, who murdered Grace Brown on Big Moose Lake",An American Tragedy,,True,False,$1000,False,19,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Latin Phrases,"i.e. is short for this, meaning ""that is""",id est,Diane Samuelson,False,False,$1000,False,27,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
Your Best Texas Hold 'Em Call,What's this?,a full house,Vamsi Adusumilli,False,False,$1000,False,25,Show #6436,"Monday, September 17, 2012",Jeopardy! Round
1990S No. 1 Albums,"& I'm here... to remind you... her ""Jagged Little Pill"" was No. 1 in 1995 & again in '96",Alanis Morissette,Alison Parakh,False,False,$400,False,20,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
Name That War,The 3 Battles of Ypres,World War I,Diane Samuelson,False,False,$400,False,25,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
We Make Furniture,George Hepplewhite was known for designing the backs of these in such shapes as hearts & shields,chairs,Alison Parakh,False,False,$400,False,16,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
Giving A Pup Talk,"Margaret Hamilton spoke the immortal movie line ""I'll get you, my pretty, and"" these 4 words","""your little dog, too!""",Diane Samuelson,False,False,$400,False,1,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
Math Words,"(Sarah of the Clue Crew shows three geometric figures on the monitor.)  A trapezium, a rhombus, & even a kite are examples of this type of planed figure, from the Latin for ""4-sided""",a quadrilateral,,True,True,$400,False,5,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
"""Sep""-Tember",A substance used to clean injured skin & to prevent infection,antiseptic,Alison Parakh,False,False,$400,False,11,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
1990S No. 1 Albums,The soundtrack from this movie felt the love tonight (& for 10 weeks),The Lion King,Alison Parakh,False,False,$800,False,21,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
Name That War,The Inchon landing,the Korean War,,True,False,$800,False,29,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
We Make Furniture,"In the early 20th century, Derrit Rietveld led this country's De Stijl movement, which emphasized abstract furniture",the Netherlands,Alison Parakh,False,False,$800,False,17,Show #6436,"Monday, September 17, 2012",Double Jeopardy! Round
