Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
American Islands,"To get there from Brooklyn or N.J. you can cross a bridge, but you have to take a ferry from Manhattan",Staten Island,Gordon Taylor,False,False,$100,False,4,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Recent Television,"""Domestic Goddess"" who stars opposite John Goodman in an ABC sitcom",Roseanne Barr,Kevin Glynn,False,False,$100,False,26,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Mining,"The rock in which these are found is called blue ground, not Zales",diamond,Gordon Taylor,False,False,$100,False,1,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Food Facts,"Brioche, popular for continental breakfasts, is a type of this food",bread,Ed Landler,False,False,$100,False,17,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Fashion Designers,"Pierre Cardin's 1st boutique for women was called ""Eve"" & his men's store was named this",Adam,Ed Landler,False,False,$100,False,9,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
"""C.C.""",Geraldine was the 1st child of this little tramp's 4th marriage,Charlie Chaplin,Kevin Glynn,False,False,$100,False,10,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
American Islands,Some descendants of Jean Lafitte's pirate crew live on Grand Isle in this state,Louisiana,Ed Landler,False,False,$200,False,5,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Recent Television,"With ""The Cosby Show"" as its lead-in, this ""Cosby"" spin-off finished No. 2 in the '87-'88 ratings",A Different World,,True,False,$200,False,27,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Mining,"It's also called opencut mining & no, the machine operators don't take their clothes off",strip mining,Gordon Taylor,False,False,$200,False,2,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Food Facts,The flippers of this marine reptile featured in soups are often eaten separately,a sea turtle,Kevin Glynn,False,False,$200,False,18,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Fashion Designers,James Galanos designed the one-shouldered sheath she wore to her 1st presidential inaugural ball,Nancy Reagan,Kevin Glynn,False,False,$200,False,22,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
"""C.C.""","Roll out the dough so it's very thin, then stamp it with this metal tool so the pastries all look alike",a cookie cutter,Gordon Taylor,False,False,$200,False,11,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
American Islands,"If you float down this North American river, you'll actually find about 1,500, not 1,000 islands",St. Lawrence River,Gordon Taylor,False,False,$300,False,6,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Mining,In the 1890s prospectors headed for the Klondike region in this country,Canada,Ed Landler,False,False,$300,False,3,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Food Facts,"A famous Italian meat sauce is named for this ""sausage"" city",Bologna,Gordon Taylor,False,False,$300,False,19,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Fashion Designers,Oscar de la Renta was born in Santo Domingo in this country,the Dominican Republic,Kevin Glynn,False,False,$300,False,23,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
"""C.C.""",You could-could have seen this dance performed for the 1st time in Paris' Moulin Rouge,the can-can,Gordon Taylor,False,False,$300,False,12,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
American Islands,"Theo. Roosevelt Island, a National Memorial, serves as a wildlife refuge in this river",the Potomac,Kevin Glynn,False,False,$400,False,7,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Mining,"In 1935 it didn't dig the AFL, so it joined the CIO, & in 1942 it tunneled out of that group",United Mine Workers,Kevin Glynn,False,False,$400,False,15,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Food Facts,"In Jewish cooking, ""latkes"" commonly enjoyed on Hanukkah, are these",potato pancakes,Kevin Glynn,False,False,$400,False,20,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Fashion Designers,"A former President of the Council of Fashion Designers of America, his initials are B.B.",Bill Blass,Kevin Glynn,False,False,$400,False,24,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
"""C.C.""","It's a Maryland suburb of Washington, D.C., & you're not",Chevy Chase,Gordon Taylor,False,False,$400,False,13,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
American Islands,"100 billion gallons of rain fall annually in the Caribbean National Forest, a.k.a. El Yunque, on this island",Puerto Rico,Kevin Glynn,False,False,$500,False,8,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Mining,19th century English chemist Sir Humphrey Davy's contribution to mining was this invention,safety lamp,Gordon Taylor,False,False,$500,False,16,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Food Facts,Creme d'ananas is a liqueur flavored with this fruit,pineapples,,True,False,$500,False,21,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
Fashion Designers,"While ""Coco"" was her nickname, this was Chanel's real first name",Gabrielle,,True,False,$500,False,25,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
"""C.C.""",(AUDIO DAILY DOUBLE): The song heard here is the only No. 1 hit this group has had in the U.S.:Desert loving in your eyes all the way / if I listened to your lies would you say,Culture Club,,False,False,$100,True,14,Show #1146,"Monday, September 4, 1989",Jeopardy! Round
1982,Barney Clark made headlines when he was given one of these at the Univ. of Utah medical center,an artificial heart,Kevin Glynn,False,False,$200,False,23,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
Biographies,"His widow Pilar subtitled her book ""My Life with the Duke""",John Wayne,Gordon Taylor,False,False,$200,False,11,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
Religion,Any religion described as polytheistic worships more than 1 of these,gods,Kevin Glynn,False,False,$200,False,1,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
Botany,Positive phototropism is the bending of plants towards this stimulus,light,Kevin Glynn,False,False,$200,False,15,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
London,"Claridge's, the Dorcester & the Savoy are 3 of the most luxurious ones in London",hotels,Gordon Taylor,False,False,$200,False,17,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
Name The Play,Bill Walker & Salvation Army members Adolphus Cusins & Barbara Undershaft,Major Barbara,Gordon Taylor,False,False,$200,False,6,Show #1146,"Monday, September 4, 1989",Double Jeopardy! Round
