Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Lakes & Rivers,River mentioned most often in the Bible,the Jordan,Greg Hopkins,False,False,$100,False,11,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Inventions,Marconi's wonderful wireless,a radio,,True,False,$100,False,13,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Animals,These rodents first got to America by stowing away on ships,rats,Greg Hopkins,False,False,$100,False,1,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Foreign Cuisine,"The ""coq"" in coq au vin",chicken,Lois Feinstein,False,False,$100,False,20,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Actors & Roles,Video in which Michael Jackson plays a werewolf & a zombie,"""Thriller""",Frank Selevan,False,False,$100,False,3,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Lakes & Rivers,Scottish word for lake,loch,Frank Selevan,False,False,$200,False,12,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Inventions,"In 1869 an American minister created this ""oriental"" transportation",a rickshaw,Frank Selevan,False,False,$200,False,17,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Animals,"There are about 40,000 muscles & tendons in this part of an elephant's body",the trunk,Frank Selevan,False,False,$200,False,2,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Foreign Cuisine,"A British variety is called ""bangers"", a Mexican variety, ""chorizo""",sausages,Lois Feinstein,False,False,$200,False,21,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Actors & Roles,"2 ""Saturday Night"" alumni who tried ""Trading Places""",Dan Aykroyd & Eddie Murphy,Frank Selevan,False,False,$200,False,4,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Lakes & Rivers,River in this famous song:,the Volga River,Greg Hopkins,False,False,$800,True,14,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Inventions,A 1920's hunting trip to Canada inspired Birdseye's food preserving method,freezing,Frank Selevan,False,False,$300,False,18,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Animals,"When husbands ""pop"" for an ermine coat, they're actually buying this fur",a weasel,,True,False,$300,False,8,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Foreign Cuisine,Jewish crepe filled with cheese,a blintz,Lois Feinstein,False,False,$300,False,22,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Actors & Roles,"He may ""Never Say Never Again"" when asked to be Bond",Sean Connery,Frank Selevan,False,False,$300,False,5,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Lakes & Rivers,American river only 33 miles shorter than the Mississippi,the Missouri,Greg Hopkins,False,False,$400,False,15,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Inventions,This fastener gets its name from a brand of galoshes it was used on,a zipper,,True,False,$400,False,19,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Animals,"Close relative of the pig, though its name means ""river horse""",a hippopotamus,Greg Hopkins,False,False,$400,False,9,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Foreign Cuisine,French for a toothsome cut of beef served to a twosome,ChÃ¢teaubriand,Lois Feinstein,False,False,$400,False,23,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Actors & Roles,"The blonde preferred in the film ""Gentlemen Prefer Blondes""",Marilyn Monroe,Frank Selevan,False,False,$400,False,6,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Lakes & Rivers,"World's largest lake, nearly 5 times as big as Superior",the Caspian Sea,Greg Hopkins,False,False,$500,False,16,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Animals,"If this species of hybrid's parents were reversed, you'd get a hinny",mule,Greg Hopkins,False,False,$500,False,10,Show #1,"Monday, September 10, 1984",Jeopardy! Round
Actors & Roles,"Sam Shepard played this barrier breaker in ""The Right Stuff""",Colonel Chuck Yeager,Greg Hopkins,False,False,$500,False,7,Show #1,"Monday, September 10, 1984",Jeopardy! Round
The Bible,"When ""Joshua Fit The Battle Of Jericho"", these took a tumble",the walls,Greg Hopkins,False,False,$200,False,6,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
'50'S Tv,"Occupation of Richard Diamond, Peter Gunn & Mike Hammer",private eyes (or private detectives),Frank Selevan,False,False,$200,False,9,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
National Landmarks,She came from France to harbor America's freedom,the Statue of Liberty,Lois Feinstein,False,False,$200,False,8,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
Notorious,"It was probably a lyre, not a fiddle, if he played it while Rome burned",Nero,Lois Feinstein,False,False,$200,False,21,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
4-Letter Words,Pulled the trigger or what's in a jigger,a shot,Lois Feinstein,False,False,$200,False,1,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
The Bible,His price was 30 pieces of silver,Judas,Frank Selevan,False,False,$400,False,7,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
'50'S Tv,"She was ""Our Miss Brooks""",Eve Arden,Frank Selevan,False,False,$400,False,10,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
National Landmarks,"When he was home, George Washington slept here",Mount Vernon,Frank Selevan,False,False,$400,False,16,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
Notorious,"His book, translated as ""My Struggle"", outlined plans to conquer Europe",Adolf Hitler,Greg Hopkins,False,False,$400,False,22,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
4-Letter Words,Basketball defense or Serling's twilight area,a zone,Lois Feinstein,False,False,$400,False,2,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
The Bible,"According to the Bible, it wasn't necessarily an apple",the forbidden fruit (or fruit of the Tree of Knowledge),Greg Hopkins,False,False,$600,False,13,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
'50'S Tv,Amount Michael Anthony gave out each week on behalf of John Beresford Tipton,$1 million,Frank Selevan,False,False,$600,False,11,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
National Landmarks,"The cornerstone of Massachusetts, it bears the date 1620",Plymouth Rock,Greg Hopkins,False,False,$600,False,20,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
Notorious,"Lenin called him ruthless, and his purges proved he was",Stalin,Frank Selevan,False,False,$600,False,23,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
4-Letter Words,"Little girls do it with a rope, Van Halen does it in a song",to jump,Lois Feinstein,False,False,$600,False,3,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
The Bible,"Though its name means ""city of peace"", it's seen over 30 wars, the last in 1967",Jerusalem,Greg Hopkins,False,False,$800,False,14,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
'50'S Tv,"His card read ""Have gun, will travel""",the Paladin (Richard Boone),Greg Hopkins,False,False,$800,False,12,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
National Landmarks,"Site where John Hancock signed his ""John Hancock""",Independence Hall,Greg Hopkins,False,False,$800,False,19,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
4-Letter Words,"It's the first 4-letter word in ""The Star Spangled Banner""",what,Lois Feinstein,False,False,"$1,000",True,4,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
The Bible,"According to 1st Timothy, it is the ""root of all evil""",the love of money,Greg Hopkins,False,False,$1000,False,15,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
'50'S Tv,Name under which experimenter Don Herbert taught viewers all about science,Mr. Wizard,Frank Selevan,False,False,$1000,False,18,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
National Landmarks,D.C. building shaken by November '83 bomb blast,the Capitol,Lois Feinstein,False,False,$1000,False,17,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
Notorious,"After the deed, he leaped to the stage shouting ""Sic semper tyrannis""",John Wilkes Booth,Frank Selevan,False,False,$1000,False,24,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
4-Letter Words,The president takes one before stepping into office,an oath,Greg Hopkins,False,False,$1000,False,5,Show #1,"Monday, September 10, 1984",Double Jeopardy! Round
State Capitals,Until 1875 its dual capitals were New Haven & Hartford,Connecticut,Lynne Crawford,False,False,$100,False,6,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
The '40S,"Though faster than a speeding bullet, he was ruled 4-F",Superman,Greg Hopkins,False,False,$100,False,1,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Transportation,"Type of auto engine, or a tomato cocktail",V8,,True,False,$100,False,11,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Country Music,"A grandma before her 30th birthday, she's the real ""Coal Miner's Daughter""",Loretta Lynn,Paul Schaeffer,False,False,$100,False,21,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
By The Numbers,The 2 digits that give James Bond license to kill,00,Paul Schaeffer,False,False,$100,False,16,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
State Capitals,This N.M. town is the oldest city that's a state capital,Santa Fe,Paul Schaeffer,False,False,$200,False,7,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
The '40S,"By war's end, they had banked over 13 million units of blood for plasma",the Red Cross,Greg Hopkins,False,False,$200,False,2,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Transportation,"Lindbergh was not first to fly the Atlantic, but first to do it this way",solo,Lynne Crawford,False,False,$200,False,12,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Country Music,Nashville's Ryman Auditorium was its home for years,the Grand Ole Opry,Greg Hopkins,False,False,$200,False,22,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
By The Numbers,Three Dog Night called this the loneliest number,one,Greg Hopkins,False,False,$200,False,17,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
State Capitals,"Crossing the Delaware on Xmas, 1776, Washington defeated the Hessians at this N.J. capital","Trenton, New Jersey",Paul Schaeffer,False,False,$300,False,8,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
The '40S,"Not his singing, but a lack of lunch caused fan to swoon at his Paramount Theater concert",Frank Sinatra,Greg Hopkins,False,False,$300,False,3,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Transportation,"Derived from words ""American"", ""travel"", & ""track"", it provides most U.S. passenger rail service",Amtrak,Greg Hopkins,False,False,$300,False,13,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Country Music,"In ""True Grit"", he played a cowboy, but not his famous Rhinestone one",Glen Campbell,Lynne Crawford,False,False,$300,False,23,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
By The Numbers,Number of red stripes on current U.S. flag,7,Greg Hopkins,False,False,$300,False,18,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
State Capitals,"It actually is 5,280 ft. above sea level",Denver,Greg Hopkins,False,False,$400,False,9,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
The '40S,"Destination of MacArthur's ""I shall return""",the Philippines,Greg Hopkins,False,False,$400,False,4,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Transportation,"London's, not New York's, was the first ever built",the underground (or the metro or subway system),Paul Schaeffer,False,False,$400,False,14,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Country Music,His famed San Quentin concert inspired inmate Merle Haggard,Johnny Cash,Greg Hopkins,False,False,$400,False,24,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
By The Numbers,Total of Disney's Dalmatians and dwarfs,108,Greg Hopkins,False,False,$400,True,19,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
State Capitals,"The name shows its founder, Roger Williams, believed God led him there",Providence,,True,False,$500,False,10,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
The '40S,Wartime pseudonym of Mrs. I. Toguri D'Aquino,Tokyo Rose,Greg Hopkins,False,False,$500,False,5,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Transportation,"Changing lines, you could have at one time ridden these from Freeport, IL to Utica, NY",streetcars,Lynne Crawford,False,False,$500,False,15,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
By The Numbers,Broadway hit that takes Fellini film a ½ step further,Nine,Paul Schaeffer,False,False,$500,False,20,Show #2,"Tuesday, September 11, 1984",Jeopardy! Round
Wild West,"One of its newspapers was appropriately called ""The Epitaph""",Tombstone,Paul Schaeffer,False,False,$200,False,13,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Opera,The Lone Ranger's theme is this opera's overture,William Tell,Lynne Crawford,False,False,$200,False,7,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Sports,"The Greeks reckoned time from this event, first held in Olympia in 776 B.C.",the Olympics,,True,False,$200,False,25,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Biology,Genus Rana; frequent victim of biology class dissections,a frog,Greg Hopkins,False,False,$200,False,14,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Foreign Phrases,"In Germany, said before a toast & after a sneeze",Gesundheit,Greg Hopkins,False,False,$200,False,1,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Religion,He was the doubter among the Apostles,(St.) Thomas,Greg Hopkins,False,False,$200,False,2,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Wild West,She once shot a cigarette from the mouth of the German crown prince,Annie Oakley,Lynne Crawford,False,False,$400,False,16,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Opera,Profession of Rossini's Figaro,a barber,Lynne Crawford,False,False,$400,False,8,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
Biology,L.B.J.'s hound dog or Darwin's ship,the Beagle,Lynne Crawford,False,False,$400,False,20,Show #2,"Tuesday, September 11, 1984",Double Jeopardy! Round
