Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Films Of The '90S,In a 1996 film Leonardo DiCaprio & Claire Danes play these star-crossed lovers in a modern setting,Romeo & Juliet,Janet vanGrasstek,False,False,$100,False,12,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Unintelligible,"In ""Julius Caesar"" Casca says, ""For mine own part, it was"" this ""to me""",Greek,Atish Choudhury,False,False,$100,False,8,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Salute To Labor,"Promising more assertiveness, John Sweeney was elected president of this labor federation in 1995",AFL-CIO,Dan Melia,False,False,$100,False,10,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Mountains,"Indonesia's Mount Marapi, whose name means ""fire mountain"", is one of these",Volcano,Atish Choudhury,False,False,$100,False,6,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Summit Meetings,In March 1997 Clinton & Yeltsin agreed to disagree on the expansion of this defense organization,NATO,Dan Melia,False,False,$100,False,18,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Things I Wish I'D Said,"In 1983 he said, ""We at Chrysler borrow money the old-fashioned way.  We pay it back""",Lee Iacocca,Janet vanGrasstek,False,False,$100,False,1,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Films Of The '90S,"This shock jock exposed his ""Private Parts"" in a recent film based on his autobiography",Howard Stern,Dan Melia,False,False,$200,False,20,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Unintelligible,"Glossolalia, nonmeaningful speech, is also called speaking in these",tongues,Dan Melia,False,False,$200,False,14,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Salute To Labor,"In 1969 the brakemen, firemen & switchmen on these were ""tied"" together in one union",railroads,Atish Choudhury,False,False,$200,False,11,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Mountains,"As the highest peak, 4,000-foot Ataviros could be called the colossus of this Greek island",Rhodes,Dan Melia,False,False,$200,False,7,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Summit Meetings,"In 1989 this president met Gorbachev on a ship in the ""Seasick Summit""",George H.W. Bush,Atish Choudhury,False,False,$200,False,19,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Things I Wish I'D Said,"Attributed to Samuel Goldwyn: ""Any man who goes to"" one of these people ""ought to have his head examined""",a psychiatrist,Dan Melia,False,False,$200,False,2,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
Films Of The '90S,"In this 1993 film, Holly Hunter performed the musical sequences herself",The Piano,Atish Choudhury,False,False,$300,False,24,Show #2986,"Monday, September 1, 1997",Jeopardy! Round
