Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Us Open 50 Years,"In 1968, the first Open men's singles winner was this athlete & activist, whose name is now on the Open's main stadium",Arthur Ashe,Rick Terpstra,False,False,$200,False,30,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Exercising: Your Options,"Take a run at this exercise machine, also defined as ""any monotonous...routine in which there is little or no...progress""",a treadmill,Caitlin Sok,False,False,$200,False,12,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Famous Threesomes,"Moe, Larry & Curly",the Three Stooges,Caitlin Sok,False,False,$200,False,9,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
"""In"" The Dictionary",They're what an entomologist studies,insects,Rick Terpstra,False,False,$200,False,6,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
His Widow Lived On,"Zee James was this outlaw's fiancee for 9 years & his widow for 18, both longer than her marriage",Jesse James,Rick Terpstra,False,False,$200,False,1,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Our State Looks Up To You,Kansas looks up to it,Nebraska,Rick Terpstra,False,False,$200,False,25,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Us Open 50 Years,"In 1973 Ms. Court & Mr. Newcombe got $25,000 each as the U.S. Open was the first of this quartet of titles to equalize men's & women's prizes",the Grand Slam,Isaac Loeb,False,False,$400,False,18,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Exercising: Your Options,A 150-lb. woman can burn 90 calories in 10 mins. doing this alliterative exercise using leaping & clapping hands repeatedly,jumping jacks,Rick Terpstra,False,False,$400,False,11,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Famous Threesomes,"In a Mother Goose rhyme, ""Rub-a-dub-dub"", they're the ""three men in a tub""","the butcher, the baker and the candlestick maker",Isaac Loeb,False,False,$400,False,17,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
"""In"" The Dictionary","Depending on how you pronounce it, it can mean to hint at, or very personal & private",intimate,Isaac Loeb,False,False,$400,False,7,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
His Widow Lived On,"In 2018 this widow of a Beatle turned 85 & voiced a role in the movie ""Isle of Dogs""",Yoko Ono,Caitlin Sok,False,False,$400,False,2,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Our State Looks Up To You,It's due north of New Mexico,Colorado,,True,False,$400,False,26,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Us Open 50 Years,"With a powerful style of play, she won the women's singles in the 1990s, 2000s & 2010s, the only player to do so",Serena Williams,Isaac Loeb,False,False,$600,False,19,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Exercising: Your Options,"Sign up for this 4-letter Hindu philosophy; ""The Onion"" had an Ali-like ""champion"" of it boast, ""I am the serenest!""",yoga,Caitlin Sok,False,False,$600,False,13,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Famous Threesomes,"A legendary love triangle consisted of King Arthur, Queen Guinevere & him",Lancelot,Rick Terpstra,False,False,$600,False,22,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
"""In"" The Dictionary","In her ""I Am Woman"" song, Helen Reddy was strong & she was this, meaning she can't be defeated",invincible,,True,False,$600,False,8,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
His Widow Lived On,"Valerie (nee Fletcher) spent 47 years as this poet's widow & cashed more than a few ""Cats"" checks",(T.S.) Eliot,Rick Terpstra,False,False,$600,False,3,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Our State Looks Up To You,Iowans roll their eyes upward at this state,Minnesota,Rick Terpstra,False,False,$600,False,27,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Us Open 50 Years,"The 1990 Open heralded a new all-time great when, at 19, he beat Agassi to become the youngest men's singles champ",(Pete) Sampras,Rick Terpstra,False,False,$800,False,20,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Exercising: Your Options,"Tighten & hold your pelvic floor muscles for 5 seconds, 5 times in these not-just-for-pregnancy exercises",kegels,Caitlin Sok,False,False,$800,False,14,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Famous Threesomes,"Their names are Melchior, Balthasar & Gaspar",the three wise men (or the Magi),Rick Terpstra,False,False,"$3,000",True,23,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
"""In"" The Dictionary",Eggs can be artificially hatched in one type of this apparatus; premature babies are kept in another type,an incubator,Isaac Loeb,False,False,$800,False,10,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
His Widow Lived On,This composer died in 1791; his widow Constanze lived until 1842 & there are even purported photos of her,Mozart,Rick Terpstra,False,False,$800,False,4,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Our State Looks Up To You,It's Arkansas' good neighbor to the north,Missouri,,True,False,$800,False,28,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Us Open 50 Years,"His dominance of the first decade of the 2000s includes an Open Era record of five straight titles, losing two sets in the five finals",(Roger) Federer,Rick Terpstra,False,False,$1000,False,21,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Exercising: Your Options,"Dude, time to hit the exercise machine & do this pulldown, named for the widest muscle in your back!",the latissimus,Caitlin Sok,False,False,$1000,False,15,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Famous Threesomes,"The Three Tenors were Pavarotti, Domingo & this man, who is on an extended farewell tour",Jos̩ Carreras,,True,False,$1000,False,24,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
"""In"" The Dictionary",This 10-letter adjective describes certain devices that cause or are designed to cause fires,incendiary,Caitlin Sok,False,False,$1000,False,16,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
His Widow Lived On,In a 2012 memoir the widow of this Argentine-born guerrilla fighter tells of how he declared his love for her in a Jeep,(Che) Guevara,Rick Terpstra,False,False,$1000,False,5,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Our State Looks Up To You,It's the state Wyoming looks up to,Montana,Caitlin Sok,False,False,$1000,False,29,Show #7816,"Monday, September 10, 2018",Jeopardy! Round
Back To Basics,"This word for ""basic"" is also a 3rd grade type of school",primary (or elementary),Isaac Loeb,False,False,$400,False,13,Show #7816,"Monday, September 10, 2018",Double Jeopardy! Round
Business,This 3-letter memorandum of debt is a strong but not legally binding promise to pay,I.O.U.,Caitlin Sok,False,False,$400,False,29,Show #7816,"Monday, September 10, 2018",Double Jeopardy! Round
The Movies,Bob Parr stays home taking care of the kids while Elastigirl is out saving the world in this 2018 sequel,Incredibles 2,Rick Terpstra,False,False,$400,False,3,Show #7816,"Monday, September 10, 2018",Double Jeopardy! Round
