Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Desert Dwellers,This speedy bird of the American Southwest is also known as a ground cuckoo,Roadrunner,David Mann,False,False,$100,False,21,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Paul Mccartney,"On meeting this man, Paul asked to join his band, the Quarrymen",John Lennon,Mort Kamins,False,False,$100,False,8,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Totally 1680S!,The 1689 Treaty of Nerchinsk between Russia & this country on its east remained in force for 170 years,China,David Mann,False,False,$100,False,4,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Anagrammed Texas Cities,A big deal since the 1840s:         All sad,Dallas,Lenore Muller,False,False,$100,False,3,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Car Trek,"Of its own accord, in 1976 this motorcycle manufacturer introduced the Accord to the U.S.",Honda,David Mann,False,False,$100,False,26,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Jim Class,"20 years after his death, this singer was portrayed by Val Kilmer on the silver screen",Jim Morrison,Lenore Muller,False,False,$100,False,1,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Desert Dwellers,The tracks of this desert rattlesnake consist of parallel diagonal imprints of its body,Sidewinder,Mort Kamins,False,False,$200,False,22,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Paul Mccartney,"Paul McCartney's ""other band"", they were the ""Band on the Run""",Wings,Mort Kamins,False,False,$200,False,9,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Totally 1680S!,"In 1682 La Salle said, ""Laissez les bon temps rouler"" as he claimed this North American territory for France",Louisiana,Mort Kamins,False,False,$200,False,20,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Anagrammed Texas Cities,An island city:         No vet gals,Galveston,David Mann,False,False,$200,False,5,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Car Trek,"Reappearing in recent years, cars powered by this energy source reached their first production peak in 1912",Electricity,David Mann,False,False,$200,False,27,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Jim Class,2 of this innovator's early puppets were named Wilkins & Wontkins,Jim Henson,David Mann,False,False,$200,False,2,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Desert Dwellers,This stinging arachnid is fluorescent when exposed to ultraviolet light,Scorpion,,True,False,$300,False,23,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Paul Mccartney,In January 1980 Paul was arrested for drug possession in this Asian capital,Tokyo,Lenore Muller,False,False,$300,False,10,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Totally 1680S!,"Last name of father & son Cotton & Increase, co-ministers at Boston's North Chruch starting in 1685",Mather,David Mann,False,False,$300,False,15,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Anagrammed Texas Cities,Near the river of the same name:         Scope,Pecos,Mort Kamins,False,False,$300,False,6,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Car Trek,"This TV canine & his human friends sought out the unknown in their van, The Mystery Machine",Scooby-Doo,David Mann,False,False,$300,False,28,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Jim Class,"When this man, seen here, died in 1836, he was a colonel in the Texas army",Jim Bowie,Lenore Muller,False,False,$300,False,7,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Desert Dwellers,This pocket mouse that sounds like a marsupial drinks little; water is produced from its food & oxygen,Kangaroo rat,David Mann,False,False,$400,False,24,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Paul Mccartney,"Of John, James, Elvis or Ringo, Paul McCartney's real first name",James,Mort Kamins,False,False,$400,False,11,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Totally 1680S!,"Around 1683 Jules Hardouin-Mansart completed this narcissistic Versailles feature, Galerie des Glaces in France",Hall of Mirrors,Mort Kamins,False,False,"$1,500",True,18,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Anagrammed Texas Cities,We have a problem:         Ooh nuts!,Houston,David Mann,False,False,$400,False,16,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Car Trek,"A Ford subcompact, or a type of Latin American celebration",Fiesta,David Mann,False,False,$400,False,29,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Jim Class,A popular big band became this man's alone after his brother walked offstage during a 1935 performance,Jimmy Dorsey,,True,False,$400,False,13,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Desert Dwellers,"A rare animal indeed is ursus gobiensis, the Gobi this",Bear,David Mann,False,False,$500,False,25,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Paul Mccartney,"Paul McCartney wears this on his left foot on the cover of ""Abbey Road""",Nothing,Mort Kamins,False,False,$500,False,12,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Totally 1680S!,"On his deathbed, speaking of his mistress Nell Gwyn, King Charles II said, ""Let not poor Nelly"" do this",Starve,Mort Kamins,False,False,$500,False,19,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Anagrammed Texas Cities,Established in 1755:          Old ear,Laredo,Mort Kamins,False,False,$500,False,17,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Car Trek,This Cadillac model shares its name with the Spanish city where Amerigo Vespucci died in 1512,Seville,David Mann,False,False,$500,False,30,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Jim Class,In 1825 this fur trader & scout explored the Great Salt Lake area,Jim Bridger,Mort Kamins,False,False,$500,False,14,Show #3676,"Monday, September 4, 2000",Jeopardy! Round
Through The Looking Glass,In chapter 1 Alice discusses this game with a cat,Chess,Mort Kamins,False,False,$200,False,1,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Trees,"A blight has almost wiped out this ""spreading"" American tree, Castanea dentata",Chestnut,Mort Kamins,False,False,$200,False,7,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
On Its Western Border,Spain,Portugal,Mort Kamins,False,False,$200,False,2,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Yoga,"To be the Berra of news, this is the term for a practitioner of yoga",Yogi,Mort Kamins,False,False,$200,False,22,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Movie Mice,Mr. Jingles is a mouse on death row in this Stephen King tale,"""The Green Mile""",Mort Kamins,False,False,$200,False,17,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Work  It!,"Work hard, but don't ""work your fingers to"" this",The bone,Mort Kamins,False,False,$200,False,16,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Through The Looking Glass,"He stated, ""It's very provoking to be called an egg -- very!""",Humpty Dumpty,David Mann,False,False,$400,False,12,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Trees,"In April 1999 a family of 3 of these rodents was ""arrested"" for attacking cherry trees in Washington, D.C.",Beavers,,True,False,$400,False,26,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
On Its Western Border,Dominican Republic,Haiti,David Mann,False,False,$400,False,3,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Yoga,"It follows ""yoga"" in the title of an ancient work by Patanjali; it follows ""kama"" in another title",Sutra,Mort Kamins,False,False,$400,False,23,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Movie Mice,"He must have some connections -- his segment in ""Fantasia 2000"" is the only one from the original film",Mickey Mouse,Mort Kamins,False,False,$400,False,18,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Work  It!,"You may start working hard in a project when you ""sink"" these body parts ""into it""",Your teeth,Mort Kamins,False,False,$400,False,10,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Through The Looking Glass,"Alice considered the whole adventure one of these, even without seeing Patrick Duffy in the shower",Dream,Mort Kamins,False,False,$600,False,13,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Trees,"One of the earliest conservation leagues in the U.S. was set up to ""save"" these California trees",Redwoods,Lenore Muller,False,False,$600,False,27,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
On Its Western Border,Egypt,Libya,Mort Kamins,False,False,$600,False,4,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Yoga,"Though you won't see Rover in it, the position seen here is called ""downward facing"" this",Dog,Lenore Muller,False,False,$600,False,24,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Movie Mice,"His Looney Tunes dialogue included lines like ""Arriba, Arriba Andale! Andale!""",Speedy Gonzales,David Mann,False,False,$600,False,19,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Work  It!,"It's where you put your shoulder, especially if your wagon is stuck in mud",To the wheel,Mort Kamins,False,False,$600,False,8,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Through The Looking Glass,At a fork in the road the 2 finger-posts pointing the way to this pair's houses point the same way,Tweedledum & Tweedledee,Mort Kamins,False,False,$800,False,14,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Trees,"The U.S. Forest Service is an agency of this cabinet department, not the Interior",Agriculture,Mort Kamins,False,False,$800,False,28,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
On Its Western Border,Papua New Guinea,Irian Jaya,Mort Kamins,False,False,"$1,200",True,5,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Yoga,"Yoga is praised in this Hindu treatise whose name means ""Song of the Lord""",Bhagavad Gita,Mort Kamins,False,False,$800,False,25,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Movie Mice,"In a 1986 film, this hero's father tells him ""In America there are no cats""","Fievel (""An American Tail"")",David Mann,False,False,"$1,500",True,20,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Work  It!,"To really apply yourself to a task, you can ""buckle"" or ""knuckle"" this way",Down,Lenore Muller,False,False,$800,False,9,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Through The Looking Glass,Alice found this poem hard to understand even after she figured out that she had to hold it up to a mirror,"""Jabberwocky""",Mort Kamins,False,False,$1000,False,15,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Trees,"Change one letter in elder, a shrub that may reach 20', & you get this tree that may grow to over 100'",Alder,,True,False,$1000,False,30,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
On Its Western Border,Bosnia-Herzegovina,Croatia,David Mann,False,False,$1000,False,6,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Yoga,"Meaning ""coiled one"", this type of yoga concentrates on energy vortexes called chakras",Kundalini,,True,False,$1000,False,29,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Movie Mice,A Greek chorus of mice sang & read the title cards of this 1995 classic,Babe,Lenore Muller,False,False,$1000,False,21,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
Work  It!,"If you're a dromedary camel, you can ""bust"" this; if you're a bactrian camel, you can bust 2 of them",Humps,David Mann,False,False,$1000,False,11,Show #3676,"Monday, September 4, 2000",Double Jeopardy! Round
17,This bishop who died in 460 A.D. is celebrated on March 17,Saint Patrick,Tracy Guarini,False,False,$100,False,1,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Years,Buzz Aldrin walks on the moon,1969,George Schaeffer,False,False,$100,False,12,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Children'S Literature,"""I Think I Can"" is a lesson & a quote from this 1945 story","""The Little Engine That Could""",Tracy Guarini,False,False,$100,False,2,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Television,"Jack, Chrissy & Janet shared a Santa Monica apartment on this sitcom",Three\'s Company,George Schaeffer,False,False,$100,False,7,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Double Talk,Don Messick was the voice of this companion to Yogi Bear,Boo Boo,George Schaeffer,False,False,$100,False,21,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Jeopardy! Place,Drake returned to Jeopardy! Place from this capital of Hungary not knowing Emily had had his child,Budapest,George Schaeffer,False,False,$100,False,26,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
17,The 17th Amendment fixes the term length of these electees at 6 years,Senators,Mort Kamins,False,False,$200,False,8,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Years,Bill Clinton reelected president,1996,George Schaeffer,False,False,$200,False,13,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Children'S Literature,Thing One & Thing Two are characters in this 1957 Seuss classic,"""The Cat in the Hat""",Tracy Guarini,False,False,$200,False,3,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Television,"On ""The Naked Truth"", she was Nora Wilde, a photographer, later a reporter, for the National Inquisitor",Tea Leoni,George Schaeffer,False,False,$200,False,17,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Double Talk,The press called JFK Jr. by this boyhood nickname,"""John-John""",George Schaeffer,False,False,$200,False,22,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
Jeopardy! Place,"The Post, the paper Emily's boyfriend Jonas works for, is being bought, like the L.A. Times, by this company",Tribune Company,George Schaeffer,False,False,$200,False,27,Show #3677,"Tuesday, September 5, 2000",Jeopardy! Round
