Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Photographers,"Documentary photographer Garry Winogrand left behind some 500,000 of these he never printed",negatives,Sharon Fenick,False,False,$200,False,1,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Tv On Tv,"On this TV show, Al Bundy's favorite TV show was ""Psycho Dad""",Married... with Children,Sam Ott,False,False,$200,False,17,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Stand By Your Brand,These popular jam cookies are said to be named for either a Massachusetts city or an English scientist,Fig Newtons,Sharon Fenick,False,False,$200,False,26,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
19Th Century Literature,"It may ring a bell that he had ""a huge head sprouting red hair; between the two shoulders an enormous hump""",the Hunchback (of Notre Dame),Sharon Fenick,False,False,$200,False,16,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Modern-Day Quotes,"In a recent interview with Martin Bashir he claimed, ""I've had no plastic surgery on my face, just my nose""",Michael Jackson,Sam Ott,False,False,$200,False,11,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
"""Q"" Me",In 1901 the American Cereal Company changed its name to this,Quaker (Oats),Sam Ott,False,False,$200,False,6,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Photographers,"Working for this Luce magazine in the '50s, Gordon Parks mastered dramatic black & white shots like the one seen here",Life (magazine),Sam Ott,False,False,$400,False,2,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Tv On Tv,"When this sitcom character went on ""Jeopardy!"", his categories included Civil Servants, Bar Trivia & Celibacy",Cliff Clavin,Sam Ott,False,False,$400,False,22,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Stand By Your Brand,"The name of this Swedish car company means ""I roll"" in Latin",Volvo,Sam Ott,False,False,$400,False,27,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
19Th Century Literature,The title wrongdoing in this novel is the murder of a pawnbroker & her sister by Raskolnikov,Crime and Punishment,Sam Ott,False,False,$400,False,18,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Modern-Day Quotes,"On giving up her Miss America title in 1984, she said, ""The past just came up and kicked me""",Vanessa Williams,Sam Ott,False,False,$400,False,12,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
"""Q"" Me",It's a 4-letter term for a clever or sarcastic remark,a quip,Nick Thurkettle,False,False,$400,False,7,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Photographers,"Dick Avery, Fred Astaire's character in ""Funny Face"", is based on this real-life photographer",Richard Avedon,Sam Ott,False,False,$600,False,3,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Tv On Tv,"(Hi, I'm Joshua Malina.)  Pre-""West Wing"", I was Jeremy, the geeky TV associate producer on this series also created by Aaron Sorkin",Sports Night,Sharon Fenick,False,False,$600,False,23,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Stand By Your Brand,"""The most famous person who never existed"", she was invented by admen to represent the average housewife",Betty Crocker,Sharon Fenick,False,False,$600,False,28,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
19Th Century Literature,"The year before her death, 29-year-old Emily Bronte published this, her only novel",Wuthering Heights,Nick Thurkettle,False,False,$600,False,19,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Modern-Day Quotes,"In 1989 Leona Helmsley infamously said, ""Only the little people"" do this",pay taxes,Nick Thurkettle,False,False,$600,False,13,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
"""Q"" Me",Term for a magazine that comes out 4 times a year,quarterly,Sam Ott,False,False,$600,False,8,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Photographers,"Julia Margaret Cameron's photos illustrated this poet's ""Idylls of the King"", & his photo is seen here",Alfred Lord Tennyson,,True,False,$800,False,4,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Tv On Tv,"""Captain Video"" was this character's favorite TV show on ""The Honeymooners""",Ed (Norton),Sharon Fenick,False,False,$800,False,24,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Stand By Your Brand,Roy Allen & Frank Wright formed this soft drink company in 1922,A&W,Sharon Fenick,False,False,$800,False,29,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
19Th Century Literature,"""Knitting"", ""Still Knitting"" & ""The Knitting Done"" are chapters in this 1859 novel",A Tale of Two Cities,,False,False,$800,True,20,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Modern-Day Quotes,"Describing life after the 1996 election, he said, ""Elizabeth's back at the Red Cross and I'm walking the dog""",Bob Dole,Nick Thurkettle,False,False,$800,False,14,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
"""Q"" Me","With 160 inches of rain a year in some places, it's Australia's wettest state",Queensland,Sam Ott,False,False,$800,False,9,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Photographers,This photographer who died in 2002 launched his career with early pictures of his pal Richard Gere,Herb Ritts,,True,False,$1000,False,5,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Tv On Tv,"On ""Saturday Night Live"", Beldar, Prymaat & Connie Conehead appeared as contestants on this game show",Family Feud,,True,False,$1000,False,25,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
19Th Century Literature,"Published in 1849, ""Redburn: His FIrst Voyage"" was based on this author's first voyage as a cabin boy",Herman Melville,,True,False,$1000,False,21,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Modern-Day Quotes,"Kenneth Lay of this co. admitted, ""In hindsight, we made some very bad investments in noncore businesses…""",Enron,Sam Ott,False,False,$1000,False,15,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
"""Q"" Me","Before oil was discovered there, this country's main income came from pearl diving, fishing & camel breeding",Qatar,Nick Thurkettle,False,False,$1000,False,10,Show #4366,"Monday, September 8, 2003",Jeopardy! Round
Ballet,In 1661 Louis XIV established a ballet academy in a room of this current art museum,the Louvre,Sam Ott,False,False,$400,False,26,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Singers,"This man was the lead vocalist on the 1970 No. 1 hit ""Bridge Over Troubled Water""",Art Garfunkel,Sharon Fenick,False,False,$400,False,1,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Name The Decade,Castro overthrows Batista,the 1950s,Sam Ott,False,False,$400,False,6,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Hungarian 101,"(Sofia of the Clue Crew delivers the clue) Hungarian words put the stress on the first szótag, this",a syllable,Sam Ott,False,False,$400,False,17,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
A Fish Called…,"The ""walking"" type of this fish, the Clarias batrachus, can travel across dry land in search of water",catfish,,True,False,$400,False,11,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Rwanda,It's the official language shared by Rwanda & Senegal,French,,True,False,$400,False,10,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Ballet,"Agnes de Mille's ballet ""Fall River Legend"" was based on the case of this accused murderess",Lizzie Borden,Sam Ott,False,False,"$1,000",True,27,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Singers,He's the lead singer heard on the following,Peter Wolf,Nick Thurkettle,False,False,$800,False,2,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
Name The Decade,U.S. Social Security becomes law,the 1930s,Sam Ott,False,False,$800,False,7,Show #4366,"Monday, September 8, 2003",Double Jeopardy! Round
