Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
U.S. Cabinet Departments,"For a brief time in 1789, it was known as the Department of Foreign Affairs",the Department of State,Courtney Paulson,False,False,$200,False,1,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
"""Best"" Wishes","In this ""scenario"", you look at the most favorable possibility",the best-case scenario,David Gottdenker,False,False,$200,False,6,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
College Football,"With the addition of Nebraska in 2011, this conference had 12 teams but no name change",the Big Ten,Annie Busiek,False,False,$200,False,11,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
The Queen'S Expiration Date,August 30 B.C.in Alexandria,Cleopatra,Courtney Paulson,False,False,$200,False,12,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
I Like Your Colón,"Descendants of those who worked on a big dig are the main populace of Colón, this country's major port",Panama,,True,False,$200,False,22,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
It'S Intoxicating,It's the main alcoholic ingredient in a Highland Sling,scotch,Annie Busiek,False,False,$200,False,17,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
U.S. Cabinet Departments,The shield seen here officially represents this department,the Department of Energy,Courtney Paulson,False,False,$400,False,2,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
"""Best"" Wishes",This consumer electronics corporation has annual sales of more than $40 billion,Best Buy,Annie Busiek,False,False,$400,False,7,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
College Football,"(Jimmy of the Clue Crew presents.)  After 27 years without a mate, Wilbur the Arizona Wildcat got married to Wilma before the 1986 version of the Duel in the Desert, Arizona's football game against this rival school",Arizona State,Courtney Paulson,False,False,$400,False,24,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
The Queen'S Expiration Date,"October 16, 1793in Paris",Marie Antoinette,David Gottdenker,False,False,$400,False,13,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
I Like Your Colón,"Currency traders know the ""CRC"" on their computer screens is this country's colón",Costa Rica,Courtney Paulson,False,False,$400,False,23,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
It'S Intoxicating,You don't have to live like a monk to enjoy a $399 bottle of this brand of champagne from 1998,Dom Perignon,Courtney Paulson,False,False,$400,False,18,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
U.S. Cabinet Departments,"Its mission is “to care for him who shall have borne the battle, and for his widow, and his orphan”",the Department of Veterans Affairs,Courtney Paulson,False,False,"$1,000",True,3,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
"""Best"" Wishes","A lyric by One Direction reminisces, ""And we danced all night to"" this","""the best song ever""",Courtney Paulson,False,False,$600,False,8,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
College Football,"In 2013 the Military Bowl moved from Washington, D.C. to the home field of this nearby military academy",the Naval Academy,David Gottdenker,False,False,$600,False,25,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
The Queen'S Expiration Date,"November 26, 1504inMedina del Campo, Spain",Isabella,Courtney Paulson,False,False,$600,False,14,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
I Like Your Colón,El Día de Colón is a Spanish name for a U.S. holiday in this month,October,,True,False,$600,False,28,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
It'S Intoxicating,Applejack is a type of this liquor made from apples; Slivovitz is one made from plums,brandy,Annie Busiek,False,False,$600,False,19,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
U.S. Cabinet Departments,The Domestic Nuclear Detection Office is a jointly staffed office within this cabinet department,Homeland Security,Courtney Paulson,False,False,$800,False,4,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
"""Best"" Wishes",BFFL in texting slang,"""best friends for life""",Courtney Paulson,False,False,$800,False,9,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
College Football,"(Dan Patrick delivers the clue as Will Ferrell does some sportscasting.)  Will Ferrell appeared on my show in character as Ron Burgundy to re-create some of the great calls in sports history, including Doug Flutie's Hail Mary pass... ""Oh, he got it!Did he get it?He got it!Touchdown! Touchdown!Touchdown! Touchdown!""...that won the game for this school over Miami in 1984",Boston College,David Gottdenker,False,False,$800,False,26,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
The Queen'S Expiration Date,"January 22, 1901in the British Isles",Victoria,Annie Busiek,False,False,$800,False,15,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
It'S Intoxicating,"Named for a region in Tuscany, this red table wine was once recognized by its fiasco, a straw-covered bottle",Chianti,Annie Busiek,False,False,$800,False,20,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
U.S. Cabinet Departments,Frances Perkins was the first woman to head this department; Hilda Solis was the most recent,the Department of Labor,,True,False,$1000,False,5,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
"""Best"" Wishes","They're the opening 12 words of ""A Tale of Two Cities""","""It was the best of times, it was the worst of times""",Courtney Paulson,False,False,$1000,False,10,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
College Football,In January 2011 this SEC team's Tigers defeated the Oregon Ducks to win the BCS championship,Auburn,,True,False,$1000,False,27,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
The Queen'S Expiration Date,"March 20, 2004in Baarn, the Netherlands",Queen Juliana,,True,False,$1000,False,16,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
It'S Intoxicating,"A tweet in 2016 ""fixed the typo"" on a can of this beer from ""America"" to ""Belgium"", the actual home of its parent company",Budweiser,,True,False,$1000,False,21,Show #7356,"Monday, September 12, 2016",Jeopardy! Round
National Memorials,"At their national memorial in North Carolina, kids can see a kite-building demonstration & learn about flight",the Wright Brothers,Courtney Paulson,False,False,$400,False,26,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
Complete The Original Star Wars Line,"""Hey, Luke, may the ____ be with you""",Force,Courtney Paulson,False,False,$400,False,1,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
British Poets,"Lines meant for her husband Robert say, ""If thou must love me, let it be for nought except for love's sake only""",Elizabeth Barrett Browning,David Gottdenker,False,False,$400,False,6,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
Before & After,A French landmark becomes a Biblical spot where language comprehension breaks down,the Eiffel Tower of Babel,David Gottdenker,False,False,$400,False,17,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
It'S A Process,Mucho methane is released from this process of injecting high-pressure fluid into underground rock to free gas & oil,fracking,Courtney Paulson,False,False,$400,False,16,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
"Communi""K""Ation","AM radio broadcast frequencies are measured in these, 1000s of cycles per second",kilohertz,David Gottdenker,False,False,$400,False,7,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
National Memorials,"Arlington House, The Robert E. Lee Memorial, overlooks this river",the Potomac,David Gottdenker,False,False,$800,False,27,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
Complete The Original Star Wars Line,"""Hokey religions & ancient weapons are no match for a good ____ at your side""",blaster,David Gottdenker,False,False,$800,False,2,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
British Poets,"At the time of his death in October 1400, he was living in a leased house in the garden of Westminster Abbey",Geoffrey Chaucer,,True,False,$800,False,12,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
Before & After,A New Jersey governor tries a modeling career & marries Billy Joel (for a while),Chris Christie Brinkley,Annie Busiek,False,False,$800,False,19,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
It'S A Process,"John Paul II emphasized beatification & this, & soon after his death, the process was fast-tracked for him",canonization,Annie Busiek,False,False,$800,False,18,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
"Communi""K""Ation",With a smartphone you have access to a million apps; you want this kind that slays the others,a killer app,David Gottdenker,False,False,$800,False,8,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
National Memorials,"Completed in 1941 during WWII, this Black Hills memorial wasn't formally dedicated until 1991 by George H.W. Bush",Mount Rushmore,Annie Busiek,False,False,$1200,False,28,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
Complete The Original Star Wars Line,"""Let the ____ win""",Wookiee,David Gottdenker,False,False,$1200,False,3,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
British Poets,"As a teenager in the 1930s, he served as a junior reporter for the South Wales Daily Post",Dylan Thomas,,True,False,$1200,False,13,Show #7356,"Monday, September 12, 2016",Double Jeopardy! Round
