Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
An Ocean Of Knowledge,"These, like the spring type, are caused by the gravitational pull of the sun & the moon on the ocean",the tides,Roger Craig,False,False,$200,False,16,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The World Series Mvp'S Team,1975:Pete Rose,the (Cincinnati) Reds,Roger Craig,False,False,$200,False,27,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Government By Committee,This 2004 presidential nominee chairs the Senate Foreign Relations Committee,(John) Kerry,Roger Craig,False,False,$200,False,15,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Food & Drink,"1 1/2 oz. of vodka & 1/2 oz. of Kahlua make a ""Black"" this nationality",Russian,Roger Craig,False,False,$200,False,21,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The Onion Describes The State,"""In 1849, thousands arrived (here) to pan for gold, and once that didn't work out, to panhandle for gold""",California,Scott Wells,False,False,$200,False,6,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
"Feels Like ""Fall""",Precipitation below 32 degrees Fahrenheit,snowfall,Meg Miller,False,False,$200,False,1,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
An Ocean Of Knowledge,"(Sarah of the Clue Crew shows a model of an ocean.) On the ocean floor, earthquakes squeeze together a large amount of water and push it to the surface, causing this, from the Japanese for ""harbor wave""",tsunami,Roger Craig,False,False,$400,False,10,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The World Series Mvp'S Team,2004:Manny Ramirez,(Boston) Red Sox,Roger Craig,False,False,$400,False,12,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Government By Committee,"The House Committee on these has its own these, such as 3(a)(2), meetings shall be open to the public",rules,Roger Craig,False,False,$400,False,19,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Food & Drink,"The sizes of these are based on their minimum weight per dozen; jumbo are 30 oz. per dozen, peewee, 15",eggs,Roger Craig,False,False,$400,False,23,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The Onion Describes The State,"""Home to hundreds of prestigious colleges... (it) is where the nation's best and brightest can't afford to go""",Massachusetts,Scott Wells,False,False,$400,False,7,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
"Feels Like ""Fall""","Somebody who takes the blame for somebody else's mistake, or a Lee Majors TV show",a fall guy,Scott Wells,False,False,$400,False,2,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
An Ocean Of Knowledge,"The Sargasso Sea is named for sargassum, a genus of brown this that is strewn in its water",seaweed (or algae),Roger Craig,False,False,"$1,200",True,11,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The World Series Mvp'S Team,1963 & '65:Sandy Koufax,the Dodgers,Roger Craig,False,False,$600,False,26,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Government By Committee,"In the name of a Senate committee, small this is paired with entrepreneurship",business,Roger Craig,False,False,$600,False,13,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The Onion Describes The State,"""Like Hee Haw, but a state"", this state ""is the birthplace of country music, and the deathplace of all other music""",Tennessee,Meg Miller,False,False,$600,False,8,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
"Feels Like ""Fall""","This comic tumble is literally onto your rear, because the word comes from slang for that part of your anatomy",pratfall,Meg Miller,False,False,$600,False,3,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
An Ocean Of Knowledge,"(Lindblad/National Geographic Underwater Specialist Lisa Trotter delivers the clue.) To survive the frigid waters, Antarctic fish have proteins that act as this type of compound, like the one used in car engines, inhibiting ice crystal growth in their bodies",antifreeze,Roger Craig,False,False,$800,False,17,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The World Series Mvp'S Team,1971:Roberto Clemente,the Pirates,Roger Craig,False,False,$800,False,25,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Government By Committee,"John Barrasso of this ""Cowboy State"" is Vice Chairman of the Senate Committee on Indian Affairs",Wyoming,Scott Wells,False,False,$800,False,14,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The Onion Describes The State,"""This otherwise featureless state of expansive desert...boasts the world's most awe-inspiring hole""",Arizona,Roger Craig,False,False,$800,False,9,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
"Feels Like ""Fall""","An unforseen difficulty, or a game show I hosted in the early '80s",Pitfall,,True,False,$800,False,4,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
An Ocean Of Knowledge,"The Gulf Stream, a warm ocean current, was named for the mistaken belief that it was generated in this body of water",the Gulf of Mexico,Scott Wells,False,False,$1000,False,22,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
The World Series Mvp'S Team,1970:Brooks Robinson,(Baltimore) Orioles,Roger Craig,False,False,$1000,False,24,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
Government By Committee,"For Herb Kohl, chairing the Senate Special Committee on this might get kind of old",Aging,Meg Miller,False,False,$1000,False,20,Show #5976,"Monday, September 13, 2010",Jeopardy! Round
